Watershed,Record_Type,Date,Year,Month,Day,Hour,Ca_ueq_L,Mg_ueq_L,NO3_ueq_L,SO4_ueq_L,NH4_ueq_L,DOC_mg_L
EB,REG,2/28/1989,1989,2,28,10,100,35,29.8,107,1.4,1.6
EB,REG,3/7/1989,1989,3,7,10,99,35,23.7,109,1.4,2.3
WB,REG,3/7/1989,1989,3,7,11,93,36,21.1,105,1.4,1.5
WB,REG,3/14/1989,1989,3,14,9,88,36,15.1,104,1.4,1.3
EB,REG,3/14/1989,1989,3,14,10,97,35,19.8,112,1.4,1.5
EB,REG,3/21/1989,1989,3,21,13,95,35,26,108,1.4,1.4
WB,REG,3/21/1989,1989,3,21,14,93,38,18.5,104,1.4,1.2
WB,ISCO,3/27/1989,1989,3,27,20,89,38,20.1,103,1.4,1.8
EB,REG,3/28/1989,1989,3,28,9,80,30,23.3,96,1.4,2.3
WB,REG,3/28/1989,1989,3,28,9,91,35,22,103,1.4,2
WB,ISCO,3/28/1989,1989,3,28,20,90,38,25,109,1.4,2.2
WB,ISCO,3/29/1989,1989,3,29,8,86,35,29,108,1.4,2
WB,ISCO,3/29/1989,1989,3,29,14,82,34,30,105,3.32,2.4
WB,ISCO,3/29/1989,1989,3,29,20,87,35,30.7,107,1.4,1.8
EB,ISCO,4/4/1989,1989,4,4,11,88,35,28.6,101,1.4,2.1
WB,ISCO,4/4/1989,1989,4,4,11,94,38,24.6,105,1.4,1.5
EB,REG,4/4/1989,1989,4,4,12,86,35,28.3,104,1.4,1.8
WB,REG,4/4/1989,1989,4,4,13,91,37,25.5,108,1.4,1.6
EB,ISCO,4/4/1989,1989,4,4,15,87,35,28.5,100,1.4,2.3
WB,ISCO,4/4/1989,1989,4,4,15,91,37,23.8,104,1.4,2.2
EB,ISCO,4/4/1989,1989,4,4,19,82,34,29.2,100,1.4,2.8
WB,ISCO,4/4/1989,1989,4,4,19,91,36,25.2,105,1.4,2.5
EB,ISCO,4/4/1989,1989,4,4,23,83,33,30.2,101,1.4,2.8
WB,ISCO,4/4/1989,1989,4,4,23,92,37,26.9,107,1.4,2.2
EB,ISCO,4/5/1989,1989,4,5,3,83,34,30.1,101,1.4,2.5
WB,ISCO,4/5/1989,1989,4,5,3,92,36,27.7,108,1.4,1.9
EB,ISCO,4/5/1989,1989,4,5,7,82,33,29.9,98,1.4,2.6
WB,ISCO,4/5/1989,1989,4,5,7,91,36,27.5,111,1.4,2
EB,ISCO,4/5/1989,1989,4,5,11,79,32,29.5,98,1.4,2.7
WB,ISCO,4/5/1989,1989,4,5,11,89,35,26.9,112,1.4,2.2
EB,ISCO,4/5/1989,1989,4,5,15,74,30,27,92,2.77,3.2
WB,ISCO,4/5/1989,1989,4,5,15,84,33,26.4,109,1.4,2.4
EB,ISCO,4/5/1989,1989,4,5,19,75,31,29.3,95,1.4,2.6
WB,ISCO,4/5/1989,1989,4,5,19,86,35,27.7,111,1.4,2.2
EB,ISCO,4/5/1989,1989,4,5,23,76,30,29.8,96,1.4,2.7
WB,ISCO,4/5/1989,1989,4,5,23,87,35,28.7,111,1.4,2.2
EB,ISCO,4/6/1989,1989,4,6,3,80,32,30.4,97,1.4,2.6
WB,ISCO,4/6/1989,1989,4,6,3,87,35,28.8,111,1.4,2.2
EB,ISCO,4/6/1989,1989,4,6,7,78,32,29.9,98,1.4,2.8
WB,ISCO,4/6/1989,1989,4,6,7,86,35,29,110,1.4,2.3
EB,ISCO,4/6/1989,1989,4,6,11,78,32,29.7,102,1.4,2
WB,ISCO,4/6/1989,1989,4,6,11,87,35,26.9,105,1.4,2.3
EB,ISCO,4/6/1989,1989,4,6,15,71,30,29.7,99,4.99,3.4
WB,ISCO,4/6/1989,1989,4,6,15,82,33,28.7,106,1.4,3.3
EB,ISCO,4/6/1989,1989,4,6,19,65,30,26.8,95,6.65,4
WB,ISCO,4/6/1989,1989,4,6,19,80,32,28.1,105,3.32,3.5
EB,ISCO,4/6/1989,1989,4,6,23,63,29,28,93,7.2,4.1
WB,ISCO,4/6/1989,1989,4,6,23,85,35,27.5,107,1.4,2
EB,ISCO,4/7/1989,1989,4,7,3,66,29,28.8,95,6.09,3.5
WB,ISCO,4/7/1989,1989,4,7,3,80,33,29.8,108,2.77,2.8
EB,ISCO,4/7/1989,1989,4,7,11,66,30,29.2,98,5.54,3.3
WB,ISCO,4/7/1989,1989,4,7,11,78,33,31.5,108,1.4,2.7
EB,ISCO,4/8/1989,1989,4,8,23,75,32,32.8,102,1.4,2.2
WB,ISCO,4/8/1989,1989,4,8,23,84,35,29.6,104,1.4,1.8
EB,REG,4/11/1989,1989,4,11,9,79,32,28.1,102,1.4,1.8
WB,REG,4/11/1989,1989,4,11,9,86,35,26,103,1.4,1.6
EB,ISCO,4/15/1989,1989,4,15,8,82,32,26,102,1.4,1.9
EB,ISCO,4/16/1989,1989,4,16,8,83,33,24.7,102,1.4,1.8
EB,ISCO,4/17/1989,1989,4,17,8,81,33,21.8,101,1.4,1.9
EB,ISCO,4/18/1989,1989,4,18,8,82,32,27.7,102,1.4,2.1
WB,ISCO,4/18/1989,1989,4,18,8,88,36,26,108,1.4,2.7
EB,REG,4/18/1989,1989,4,18,9,80,32,27.7,102,1.4,2.3
WB,REG,4/18/1989,1989,4,18,9,86,35,27.3,110,1.4,1.7
EB,ISCO,4/19/1989,1989,4,19,8,83,32,25.8,98,1.4,1.9
WB,ISCO,4/19/1989,1989,4,19,8,88,36,23.6,104,1.4,2.9
EB,ISCO,4/20/1989,1989,4,20,8,85,32,25.4,101,1.4,1.8
WB,ISCO,4/20/1989,1989,4,20,8,88,35,23.5,105,1.4,3
EB,ISCO,4/21/1989,1989,4,21,8,85,32,25,102,1.4,2
WB,ISCO,4/21/1989,1989,4,21,8,88,35,23.7,105,1.4,2.8
EB,ISCO,4/22/1989,1989,4,22,8,85,32,24.7,99,1.4,1.9
WB,ISCO,4/22/1989,1989,4,22,8,87,35,24.5,105,1.4,2.6
EB,ISCO,4/23/1989,1989,4,23,8,83,32,22.9,101,1.4,2
EB,REG,4/25/1989,1989,4,25,9,83,32,23.3,106,1.4,1.5
WB,REG,4/25/1989,1989,4,25,9,83,35,21.3,104,1.4,1.3
EB,ISCO,4/26/1989,1989,4,26,8,84,32,23.7,105,1.4,1.7
WB,ISCO,4/26/1989,1989,4,26,8,88,35,23.1,108,1.4,2.6
EB,ISCO,4/27/1989,1989,4,27,8,84,31,25.8,104,1.4,1.8
WB,ISCO,4/27/1989,1989,4,27,8,87,35,21.4,106,1.4,2.8
EB,ISCO,4/28/1989,1989,4,28,8,83,31,23.5,100,1.4,1.8
WB,ISCO,4/28/1989,1989,4,28,8,87,35,22.9,109,1.4,2.8
EB,ISCO,4/29/1989,1989,4,29,8,85,31,23.7,106,1.4,1.8
WB,ISCO,4/29/1989,1989,4,29,8,86,34,22,107,1.4,2.6
EB,ISCO,4/30/1989,1989,4,30,8,84,31,21.1,103,1.4,1.8
EB,ISCO,5/1/1989,1989,5,1,8,85,32,21.3,105,1.4,1.9
EB,ISCO,5/2/1989,1989,5,2,8,84,30,20.1,102,1.4,2
WB,REG,5/2/1989,1989,5,2,11,88,34,23.3,109,1.4,1.6
EB,REG,5/2/1989,1989,5,2,12,84,30,22.1,105,1.4,1.9
WB,ISCO,5/2/1989,1989,5,2,12,88,34,22.7,109,1.4,2.6
WB,ISCO,5/2/1989,1989,5,2,17,77,31,30.9,112,8.86,5.2
WB,ISCO,5/2/1989,1989,5,2,21,80,32,33.3,114,6.09,4.3
EB,ISCO,5/2/1989,1989,5,2,22,73,30,26.7,102,4.99,4.7
WB,ISCO,5/3/1989,1989,5,3,1,81,33,34.8,113,3.32,3.6
EB,ISCO,5/3/1989,1989,5,3,2,73,30,30,101,3.88,3.8
WB,ISCO,5/3/1989,1989,5,3,5,85,34,34.3,111,1.4,3.4
WB,ISCO,5/3/1989,1989,5,3,9,86,35,34.2,111,1.4,3.2
EB,ISCO,5/3/1989,1989,5,3,10,74,30,32.2,102,1.4,3.2
WB,ISCO,5/3/1989,1989,5,3,13,87,35,34.4,111,1.4,3.2
EB,ISCO,5/3/1989,1989,5,3,14,77,30,33,102,1.4,3
EB,ISCO,5/3/1989,1989,5,3,18,78,30,33.1,101,1.4,2.7
EB,ISCO,5/4/1989,1989,5,4,8,78,30,31,103,1.4,2.4
WB,ISCO,5/4/1989,1989,5,4,8,86,33,32.3,109,1.4,2.8
EB,ISCO,5/5/1989,1989,5,5,8,80,30,27.9,104,1.4,2.2
WB,ISCO,5/5/1989,1989,5,5,8,87,33,28.7,108,1.4,3
EB,ISCO,5/6/1989,1989,5,6,8,79,30,25.7,104,1.4,2.3
WB,ISCO,5/6/1989,1989,5,6,8,85,33,26.5,107,1.4,3
WB,ISCO,5/6/1989,1989,5,6,10,84,32,29.1,109,1.4,3.2
WB,ISCO,5/6/1989,1989,5,6,14,85,32,35.5,111,1.4,4.3
WB,ISCO,5/6/1989,1989,5,6,18,82,32,36.6,116,3.32,4.2
WB,ISCO,5/6/1989,1989,5,6,22,84,33,37.9,114,1.4,3.7
WB,ISCO,5/7/1989,1989,5,7,2,83,33,37.3,112,1.4,3.6
WB,ISCO,5/8/1989,1989,5,8,10,86,33,33.7,111,1.4,2.8
EB,ISCO,5/8/1989,1989,5,8,11,78,30,30.2,103,1.4,2.6
EB,ISCO,5/9/1989,1989,5,9,6,78,31,26.8,103,1.4,2.7
WB,ISCO,5/9/1989,1989,5,9,6,87,35,30,109,1.4,2.8
EB,REG,5/9/1989,1989,5,9,9,79,30,27.4,103,1.4,2.2
WB,REG,5/9/1989,1989,5,9,9,85,32,30.7,109,1.4,2
EB,ISCO,5/9/1989,1989,5,9,22,78,31,24.7,104,1.4,2.5
WB,ISCO,5/9/1989,1989,5,9,22,87,35,28.3,109,1.4,3
EB,ISCO,5/10/1989,1989,5,10,6,79,31,23.9,104,1.4,2.5
WB,ISCO,5/10/1989,1989,5,10,6,85,35,26.2,109,1.4,3.6
EB,ISCO,5/11/1989,1989,5,11,8,73,30,21.3,99,1.4,2.7
WB,ISCO,5/11/1989,1989,5,11,8,81,33,25.5,106,1.4,3.8
EB,ISCO,5/12/1989,1989,5,12,8,64,26,28.2,94,1.4,4
WB,ISCO,5/12/1989,1989,5,12,8,73,30,28.3,106,1.4,5.1
WB,ISCO,5/13/1989,1989,5,13,4,74,30,26.3,107,1.4,3.9
WB,ISCO,5/14/1989,1989,5,14,4,73,30,25.3,107,1.4,4.9
EB,REG,5/16/1989,1989,5,16,11,69,26,17.1,104,1.4,2.6
WB,REG,5/16/1989,1989,5,16,11,77,30,21.5,110,1.4,2.4
EB,ISCO,5/17/1989,1989,5,17,8,72,26,15.6,107,2.77,3.5
WB,ISCO,5/17/1989,1989,5,17,8,78,30,19,107,1.4,3.2
EB,ISCO,5/18/1989,1989,5,18,8,72,26,13.1,108,1.4,3
WB,ISCO,5/18/1989,1989,5,18,8,78,30,17.4,108,2.77,3.7
WB,ISCO,5/19/1989,1989,5,19,8,78,30,15.2,107,1.4,3.5
WB,ISCO,5/20/1989,1989,5,20,8,77,29,13.6,107,2.77,4.3
WB,ISCO,5/21/1989,1989,5,21,8,77,30,12.4,107,1.4,3.4
EB,ISCO,5/22/1989,1989,5,22,8,74,27,7.1,111,1.4,3.7
WB,ISCO,5/22/1989,1989,5,22,8,77,29,11.3,106,1.4,3.9
EB,ISCO,5/23/1989,1989,5,23,8,73,26,6.1,111,1.4,3.3
WB,ISCO,5/23/1989,1989,5,23,8,76,30,10.3,107,1.4,4
EB,REG,5/23/1989,1989,5,23,9,72,28,6,111,1.4,2.4
WB,REG,5/23/1989,1989,5,23,9,75,30,10,106,1.4,3
EB,ISCO,5/24/1989,1989,5,24,8,71,26,5.3,107,1.4,2.3
WB,ISCO,5/24/1989,1989,5,24,8,74,30,8.8,104,1.4,2.5
EB,ISCO,5/25/1989,1989,5,25,8,76,29,5.2,110,1.4,2.2
WB,ISCO,5/25/1989,1989,5,25,8,75,30,8.4,105,1.4,3
WB,REG,5/30/1989,1989,5,30,9,77,31,7.4,110,1.4,1.6
EB,REG,5/30/1989,1989,5,30,10,74,28,4.5,111,1.4,2.2
WB,REG,6/6/1989,1989,6,6,11,78,32,4.9,110,1.4,1.6
EB,REG,6/6/1989,1989,6,6,12,76,28,2.4,111,1.4,2.1
EB,REG,6/13/1989,1989,6,13,8,71,26,4.2,110,1.4,2.2
WB,REG,6/13/1989,1989,6,13,9,77,30,6.8,117,1.4,1.8
EB,REG,6/20/1989,1989,6,20,11,71,26,2.1,111,1.4,2
WB,REG,6/20/1989,1989,6,20,11,76,30,3.9,113,1.4,1.7
EB,REG,6/27/1989,1989,6,27,8,80,28,0.8,113,1.4,1.6
WB,REG,6/27/1989,1989,6,27,11,78,30,1.7,110,1.4,1.4
WB,REG,7/4/1989,1989,7,4,12,79,30,1,108,1.4,2.3
EB,REG,7/4/1989,1989,7,4,13,89,31,2.3,115,1.4,2.2
WB,REG,7/11/1989,1989,7,11,10,75,30,0.9,109,1.4,1.5
WB,REG,7/18/1989,1989,7,18,11,80,31,1.3,104,1.4,2.1
WB,REG,7/25/1989,1989,7,25,11,91,35,1.3,105,1.4,1.7
WB,REG,8/8/1989,1989,8,8,13,81,33,0.9,111,1.4,1.6
WB,REG,8/15/1989,1989,8,15,8,77,32,0.7,109,1.4,2.1
EB,REG,8/15/1989,1989,8,15,9,122,37,1.3,121,1.4,2.1
WB,REG,8/22/1989,1989,8,22,8,86,35,1.4,103,,1.7
WB,REG,9/26/1989,1989,9,26,8,86,37,0.05,108,5.54,2.2
WB,REG,10/3/1989,1989,10,3,9,80,35,0.05,111,4.43,2
EB,REG,10/3/1989,1989,10,3,10,83,32,0.05,119,3.88,1.9
WB,REG,10/10/1989,1989,10,10,9,89,37,0.05,112,1.4,1.9
EB,REG,10/10/1989,1989,10,10,10,91,35,1.2,123,1.4,1.5
EB,REG,10/17/1989,1989,10,17,13,93,34,0.05,126,1.4,1.9
WB,REG,10/17/1989,1989,10,17,14,87,37,0.05,118,1.4,2
WB,REG,10/24/1989,1989,10,24,9,88,39,0.05,117,1.4,1.7
EB,REG,10/24/1989,1989,10,24,10,91,31,0.05,118,1.4,2.1
WB,REG,10/31/1989,1989,10,31,11,86,32,0.05,116,1.4,1.5
EB,REG,10/31/1989,1989,10,31,12,87,30,0.05,121,1.4,1.7
WB,ISCO,11/1/1989,1989,11,1,2,84,32,2.9,108,1.4,2.9
EB,ISCO,11/1/1989,1989,11,1,3,82,28,4.3,112,1.4,2.7
EB,ISCO,11/1/1989,1989,11,1,4,80,28,5.6,107,1.4,3.4
WB,ISCO,11/1/1989,1989,11,1,4,87,31,9.2,108,1.4,4
EB,ISCO,11/1/1989,1989,11,1,6,82,29,9.6,112,1.4,3.5
WB,ISCO,11/1/1989,1989,11,1,6,86,30,9.8,112,1.4,3.4
EB,ISCO,11/1/1989,1989,11,1,14,81,28,4.7,111,1.4,2.3
WB,ISCO,11/1/1989,1989,11,1,14,86,30,6.2,116,1.4,2.9
EB,ISCO,11/2/1989,1989,11,2,6,81,29,1.8,112,1.4,2.6
WB,ISCO,11/2/1989,1989,11,2,6,88,31,1.9,116,1.4,2.1
WB,REG,11/7/1989,1989,11,7,10,88,32,3.8,114,1.4,2.2
EB,REG,11/7/1989,1989,11,7,11,84,30,1.6,111,1.4,2
WB,ISCO,11/9/1989,1989,11,9,10,88,30,4.6,114,1.4,2.5
EB,ISCO,11/9/1989,1989,11,9,16,82,28,2.1,111,1.4,2.6
WB,ISCO,11/9/1989,1989,11,9,18,87,29,5.5,113,1.4,3.1
WB,ISCO,11/9/1989,1989,11,9,22,86,28,5,116,1.4,2.6
EB,ISCO,11/9/1989,1989,11,9,24,79,27,3.1,108,1.4,3.5
WB,ISCO,11/10/1989,1989,11,10,2,87,28,5.1,117,1.4,3.7
EB,ISCO,11/10/1989,1989,11,10,4,79,27,3.1,109,1.4,3.1
WB,ISCO,11/10/1989,1989,11,10,6,88,29,4.4,117,1.4,2.5
EB,ISCO,11/10/1989,1989,11,10,8,80,27,3,110,1.4,2.6
EB,ISCO,11/10/1989,1989,11,10,10,80,27,2.3,110,1.4,3.1
WB,ISCO,11/10/1989,1989,11,10,16,88,29,3.6,117,1.4,2.1
EB,ISCO,11/10/1989,1989,11,10,22,81,29,2.8,110,1.4,3
WB,ISCO,11/14/1989,1989,11,14,10,84,28,4.5,113,1.4,
WB,ISCO,11/14/1989,1989,11,14,11,88,29,4.9,115,1.4,
WB,ISCO,11/14/1989,1989,11,14,12,86,29,5.5,121,1.4,
WB,ISCO,11/14/1989,1989,11,14,13,90,30,4.9,124,1.4,
WB,ISCO,11/14/1989,1989,11,14,14,94,30,5.7,124,1.4,
EB,REG,11/14/1989,1989,11,14,15,83,29,2.6,112,3.88,
WB,ISCO,11/14/1989,1989,11,14,15,94,30,5.7,121,1.4,
WB,ISCO,11/14/1989,1989,11,14,16,89,30,6,123,1.4,
WB,ISCO,11/14/1989,1989,11,14,17,92,29,6.4,121,1.4,
WB,ISCO,11/14/1989,1989,11,14,18,94,31,6.6,121,1.4,
WB,ISCO,11/14/1989,1989,11,14,19,93,30,6.7,120,1.4,
WB,ISCO,11/14/1989,1989,11,14,20,90,29,7.3,120,1.4,
WB,ISCO,11/14/1989,1989,11,14,21,87,29,7.3,120,1.4,
EB,ISCO,11/15/1989,1989,11,15,16,78,28,3,112,1.4,2.6
WB,ISCO,11/15/1989,1989,11,15,16,101,35,11,141,3.32,2
EB,ISCO,11/16/1989,1989,11,16,4,78,28,,116,1.4,2.3
WB,ISCO,11/16/1989,1989,11,16,4,96,35,13.8,131,1.4,1.7
EB,ISCO,11/16/1989,1989,11,16,16,79,27,3.3,112,1.4,2.1
WB,ISCO,11/16/1989,1989,11,16,16,98,34,19.5,130,4.43,1.9
EB,ISCO,11/16/1989,1989,11,16,20,82,30,3.1,110,1.4,2.3
WB,ISCO,11/16/1989,1989,11,16,20,105,36,12.6,136,1.4,2.3
EB,ISCO,11/16/1989,1989,11,16,22,82,29,3.5,107,1.4,2.7
WB,ISCO,11/16/1989,1989,11,16,22,105,37,12.9,145,1.4,2.3
EB,ISCO,11/17/1989,1989,11,17,8,82,30,4.2,107,1.4,2.4
WB,ISCO,11/17/1989,1989,11,17,8,104,35,15.3,141,1.4,1.9
EB,ISCO,11/17/1989,1989,11,17,24,82,29,4.6,107,1.4,2.8
WB,ISCO,11/17/1989,1989,11,17,24,106,37,14.2,147,1.4,2.2
EB,REG,11/22/1989,1989,11,22,13,83,30,3.3,106,1.4,2.1
WB,REG,11/22/1989,1989,11,22,13,92,33,10.1,118,1.4,1.9
EB,REG,11/29/1989,1989,11,29,13,85,32,8.4,108,1.4,1.8
WB,REG,11/29/1989,1989,11,29,13,93,35,12.2,119,1.4,1.3
EB,REG,12/6/1989,1989,12,6,14,80,29,6.8,106,1.4,1.7
WB,REG,12/6/1989,1989,12,6,14,88,32,10,114,1.4,1.5
EB,REG,12/12/1989,1989,12,12,12,87,31,8.8,111,1.4,1.6
WB,REG,12/12/1989,1989,12,12,12,89,34,11.2,113,1.4,1.2
WB,REG,12/19/1989,1989,12,19,10,84,33,11.9,110,1.4,1.2
EB,REG,12/19/1989,1989,12,19,11,83,30,9.2,111,4.43,1.5
EB,REG,12/27/1989,1989,12,27,9,87,31,9.5,111,1.4,1.5
WB,REG,12/27/1989,1989,12,27,9,95,34,10.4,104,2.77,1.3
WB,REG,1/2/1990,1990,1,2,12,91,38,18.2,109,1.4,1.3
EB,REG,1/2/1990,1990,1,2,12,90,34,18.9,108,3.88,1.7
WB,REG,1/9/1990,1990,1,9,13,92,36,15.3,114,1.4,1.4
EB,REG,1/9/1990,1990,1,9,13,91,32,14,111,1.4,1.7
WB,REG,1/16/1990,1990,1,16,11,92,37,17.4,112,3.88,1.2
EB,REG,1/16/1990,1990,1,16,12,91,31,16.6,112,1.4,1.3
EB,ISCO,1/23/1990,1990,1,23,8,97,33,32,108,1.4,1.8
WB,REG,1/23/1990,1990,1,23,11,99,36,21.1,110,1.4,1.3
EB,REG,1/23/1990,1990,1,23,11,94,32,21.1,107,1.4,1.4
EB,ISCO,1/26/1990,1990,1,26,6,84,30,29.9,104,1.4,1.9
WB,ISCO,1/26/1990,1990,1,26,6,92,35,25.5,112,1.4,1.5
EB,ISCO,1/26/1990,1990,1,26,10,80,30,32.2,104,1.4,2.7
WB,ISCO,1/26/1990,1990,1,26,10,98,36,34.3,120,1.4,2
EB,ISCO,1/26/1990,1990,1,26,14,79,30,34.8,102,1.4,2.9
WB,ISCO,1/26/1990,1990,1,26,14,100,39,46,136,1.4,2.5
EB,ISCO,1/26/1990,1990,1,26,16,79,30,33.5,101,1.4,2.7
WB,ISCO,1/26/1990,1990,1,26,16,100,39,47.7,137,1.4,2.3
EB,ISCO,1/26/1990,1990,1,26,18,80,30,34.3,102,1.4,2.6
WB,ISCO,1/26/1990,1990,1,26,18,101,39,48.4,137,1.4,2.2
EB,ISCO,1/26/1990,1990,1,26,22,80,30,33.2,102,1.4,2.3
WB,ISCO,1/26/1990,1990,1,26,22,103,39,48.1,135,1.4,2
EB,ISCO,1/27/1990,1990,1,27,2,82,31,32.6,105,1.4,2.1
WB,ISCO,1/27/1990,1990,1,27,2,104,39,47,135,1.4,1.9
EB,ISCO,1/27/1990,1990,1,27,6,84,30,33.2,105,1.4,2.1
WB,ISCO,1/27/1990,1990,1,27,6,105,40,44.5,131,1.4,1.8
EB,ISCO,1/27/1990,1990,1,27,16,85,31,30.7,104,1.4,1.9
WB,ISCO,1/27/1990,1990,1,27,16,104,38,37.2,126,1.4,1.5
WB,REG,1/31/1990,1990,1,31,12,98,37,27.1,117,1.4,1.7
EB,REG,1/31/1990,1990,1,31,12,86,31,23.6,105,1.4,1.9
WB,REG,2/6/1990,1990,2,6,13,87,31,22.9,113,1.4,1.1
EB,REG,2/6/1990,1990,2,6,13,91,35,18.8,110,1.4,1.4
EB,ISCO,2/10/1990,1990,2,10,11,88,31,29.5,104,1.4,1.7
WB,ISCO,2/10/1990,1990,2,10,11,92,35,28.3,112,1.4,1.8
EB,ISCO,2/10/1990,1990,2,10,16,86,31,30.7,102,2.77,1.8
WB,ISCO,2/10/1990,1990,2,10,16,94,37,30.9,115,1.4,1.7
EB,ISCO,2/11/1990,1990,2,11,4,87,31,28.1,104,1.4,1.7
WB,ISCO,2/11/1990,1990,2,11,4,100,38,30.3,122,3.88,1.6
WB,REG,2/13/1990,1990,2,13,11,96,37,25.6,116,1.4,1.4
EB,REG,2/13/1990,1990,2,13,11,87,31,23.7,102,1.4,1.8
WB,REG,2/20/1990,1990,2,20,12,89,35,20.1,111,1.4,1.5
EB,REG,2/20/1990,1990,2,20,13,86,30,14.8,106,1.4,1.8
EB,ISCO,2/21/1990,1990,2,21,8,85,32,17.3,111,1.4,1.8
WB,ISCO,2/21/1990,1990,2,21,8,91,36,21.7,117,1.4,1.8
WB,ISCO,2/22/1990,1990,2,22,8,88,35,21.3,113,1.4,1.7
EB,ISCO,2/23/1990,1990,2,23,6,79,30,23.4,101,1.4,1.5
WB,ISCO,2/23/1990,1990,2,23,8,87,35,25.9,112,1.4,1.6
EB,ISCO,2/23/1990,1990,2,23,8,81,30,23.8,101,1.4,1.4
EB,ISCO,2/23/1990,1990,2,23,10,80,30,24.9,103,1.4,1.3
EB,ISCO,2/23/1990,1990,2,23,16,82,30,26.5,103,1.4,1.6
WB,ISCO,2/23/1990,1990,2,23,17,92,37,29.1,115,1.4,1.6
EB,ISCO,2/23/1990,1990,2,23,20,83,30,26.8,105,1.4,1.8
EB,ISCO,2/23/1990,1990,2,23,22,83,30,26.7,105,1.4,1.6
EB,ISCO,2/23/1990,1990,2,23,24,83,31,27.1,106,1.4,1.5
WB,ISCO,2/23/1990,1990,2,23,24,96,38,30.6,121,1.4,1.4
WB,ISCO,2/25/1990,1990,2,25,8,96,38,28.7,121,1.4,1.3
WB,ISCO,2/26/1990,1990,2,26,8,95,37,26.7,120,1.4,1.2
WB,ISCO,2/27/1990,1990,2,27,8,93,37,25.2,115,1.4,1.1
EB,REG,2/27/1990,1990,2,27,12,87,30,20.6,108,1.4,2.5
WB,REG,2/27/1990,1990,2,27,12,96,37,24.9,117,1.4,1.6
WB,REG,3/6/1990,1990,3,6,11,95,35,21.7,115,1.4,1.5
EB,REG,3/6/1990,1990,3,6,10,96,32,17.9,114,1.4,1.5
EB,ISCO,3/11/1990,1990,3,11,8,87,30,15.5,111,1.4,1.6
WB,ISCO,3/11/1990,1990,3,11,8,90,30,15.3,111,1.4,1.4
WB,REG,3/13/1990,1990,3,13,13,87,34,26,111,1.4,1.4
EB,REG,3/13/1990,1990,3,13,13,84,30,18.4,107,1.4,1.2
EB,ISCO,3/14/1990,1990,3,14,8,87,30,17.8,109,1.4,1.7
WB,ISCO,3/14/1990,1990,3,14,8,94,35,21.8,115,1.4,1.4
EB,ISCO,3/15/1990,1990,3,15,8,89,32,21.2,110,1.4,1.7
WB,ISCO,3/15/1990,1990,3,15,8,95,36,22.7,115,1.4,1.3
EB,ISCO,3/17/1990,1990,3,17,12,81,29,22.5,107,1.4,2
WB,ISCO,3/17/1990,1990,3,17,12,97,36,29.6,117,1.4,2.2
EB,ISCO,3/17/1990,1990,3,17,16,78,27,23.9,105,1.4,2.3
WB,ISCO,3/17/1990,1990,3,17,16,100,37,34.8,125,1.4,2.2
EB,ISCO,3/17/1990,1990,3,17,20,77,27,25.6,102,1.4,2.6
WB,ISCO,3/17/1990,1990,3,17,20,100,35,41.3,130,1.4,2.1
EB,ISCO,3/17/1990,1990,3,17,24,76,27,29.1,103,1.4,2.6
WB,ISCO,3/17/1990,1990,3,17,24,99,36,43,131,1.4,2.2
EB,ISCO,3/18/1990,1990,3,18,10,73,27,28.6,102,1.4,2.6
WB,ISCO,3/18/1990,1990,3,18,10,95,36,42.2,133,1.4,2
EB,ISCO,3/18/1990,1990,3,18,14,74,27,28.9,102,1.4,2.4
WB,ISCO,3/18/1990,1990,3,18,14,95,35,41.4,132,1.4,2.1
EB,ISCO,3/19/1990,1990,3,19,16,78,27,26,106,1.4,3.8
WB,ISCO,3/19/1990,1990,3,19,16,96,35,36.6,140,9.42,2.2
WB,REG,3/20/1990,1990,3,20,13,93,35,34.4,126,1.4,1.6
EB,REG,3/20/1990,1990,3,20,13,77,28,25,105,1.4,2
EB,ISCO,3/20/1990,1990,3,20,14,79,28,24.7,106,1.4,2.8
WB,ISCO,3/20/1990,1990,3,20,15,94,35,32.9,128,1.4,2.1
EB,ISCO,3/20/1990,1990,3,20,24,73,26,22,102,1.4,2.8
WB,ISCO,3/20/1990,1990,3,20,24,91,34,31.9,120,3.32,2.3
EB,ISCO,3/21/1990,1990,3,21,8,75,27,21.4,103,1.4,2.3
WB,ISCO,3/21/1990,1990,3,21,8,91,35,33.8,126,1.4,2
EB,ISCO,3/22/1990,1990,3,22,15,76,28,22,105,1.4,2.3
WB,ISCO,3/22/1990,1990,3,22,15,91,35,28.9,125,1.4,2.2
EB,ISCO,3/23/1990,1990,3,23,16,74,27,21,103,1.4,2
WB,ISCO,3/23/1990,1990,3,23,16,90,35,33.4,128,1.4,2.5
EB,ISCO,3/23/1990,1990,3,23,18,76,26,21.6,104,1.4,2
WB,ISCO,3/23/1990,1990,3,23,18,90,35,35,130,1.4,
EB,ISCO,3/23/1990,1990,3,23,20,75,26,21.2,104,1.4,2
WB,ISCO,3/23/1990,1990,3,23,20,90,35,33.6,130,1.4,2
EB,ISCO,3/23/1990,1990,3,23,22,74,26,21.6,104,1.4,2.1
WB,ISCO,3/23/1990,1990,3,23,22,88,35,32.6,128,1.4,1.9
WB,REG,3/27/1990,1990,3,27,12,91,34,28.1,124,1.4,1.4
