Watershed,Record_Type,Date,Year,Month,Day,Hour,Ca_ueq_L,Mg_ueq_L,NO3_ueq_L,SO4_ueq_L,NH4_ueq_L,DOC_mg_L
WB,ISCO,9/18/1999,1999,9,18,0,119,35,62,166,1.4,2.8
EB,ISCO,9/18/1999,1999,9,18,8,70,24,0.5,87,1.4,3.1
EB,ISCO,9/18/1999,1999,9,18,12,71,25,0.05,87,1.4,2.8
WB,ISCO,9/18/1999,1999,9,18,12,116,34,50,178,1.4,2.3
WB,ISCO,9/19/1999,1999,9,19,2,116,37,29,180,1.4,2.2
EB,REG,9/21/1999,1999,9,21,13,73,27,0.8,96,3.32,2.7
WB,REG,9/21/1999,1999,9,21,13,117,38,14,183,1.4,2.1
EB,ISCO,9/22/1999,1999,9,22,0,59,21,0.5,83,1.4,2.8
WB,ISCO,9/22/1999,1999,9,22,0,90,32,34,190,1.4,2.4
EB,ISCO,9/22/1999,1999,9,22,4,62,22,0.9,83,1.4,3.3
WB,ISCO,9/22/1999,1999,9,22,6,98,33,30,176,1.4,3.4
EB,ISCO,9/22/1999,1999,9,22,10,58,21,0.5,82,1.4,2.9
EB,ISCO,9/22/1999,1999,9,22,14,59,20,0.6,79,1.4,2.7
WB,ISCO,9/22/1999,1999,9,22,14,90,30,32,171,,2.9
EB,ISCO,9/22/1999,1999,9,22,16,60,21,1,82,1.4,3.3
WB,ISCO,9/22/1999,1999,9,22,16,93,30,33,181,1.4,3
WB,REG,9/29/1999,1999,9,29,13,99,35,14,193,1.4,1.5
EB,REG,9/29/1999,1999,9,29,14,64,22,0.6,96,1.4,1.8
EB,ISCO,10/1/1999,1999,10,1,16,61,22,0.4,96,1.4,1.8
EB,ISCO,10/3/1999,1999,10,3,16,62,22,0.4,97,1.4,1.9
EB,REG,10/5/1999,1999,10,5,11,64,23,0.5,95,1.4,1.7
WB,REG,10/5/1999,1999,10,5,11,100,37,17,189,1.4,1.7
EB,ISCO,10/8/1999,1999,10,8,16,62,21,0.05,97,1.4,2
WB,ISCO,10/8/1999,1999,10,8,16,100,34,14,185,1.4,1.8
EB,ISCO,10/10/1999,1999,10,10,16,61,21,0.4,98,1.4,1.8
EB,REG,10/12/1999,1999,10,12,12,64,21,0.7,99,1.4,2
WB,REG,10/12/1999,1999,10,12,12,99,33,14,187,1.4,1.6
EB,ISCO,10/14/1999,1999,10,14,10,60,20,0.1,88,1.4,2.5
EB,ISCO,10/14/1999,1999,10,14,12,59,20,0.05,86,1.4,2.1
EB,ISCO,10/14/1999,1999,10,14,14,59,20,0.05,85,1.4,2.2
WB,ISCO,10/14/1999,1999,10,14,14,97,30,27,185,1.4,2.2
WB,ISCO,10/14/1999,1999,10,14,16,97,31,27,186,1.4,2.3
WB,ISCO,10/14/1999,1999,10,14,18,97,31,28,187,1.4,1.9
EB,ISCO,10/14/1999,1999,10,14,20,60,20,0.1,84,1.4,2.7
WB,ISCO,10/14/1999,1999,10,14,22,96,30,27,188,1.4,1.5
EB,ISCO,10/15/1999,1999,10,15,4,61,21,0.1,83,1.4,2.6
WB,ISCO,10/15/1999,1999,10,15,4,93,30,27,188,1.4,1.8
EB,REG,10/19/1999,1999,10,19,11,59,20,0.1,85,1.4,2.1
WB,REG,10/19/1999,1999,10,19,11,93,30,21,189,1.4,1.8
EB,ISCO,10/22/1999,1999,10,22,16,59,21,0.1,89,1.4,2.7
WB,ISCO,10/22/1999,1999,10,22,16,97,33,20,189,1.4,1.6
EB,ISCO,10/23/1999,1999,10,23,10,55,21,0.05,84,1.4,3.4
WB,ISCO,10/23/1999,1999,10,23,10,91,32,17,177,1.4,2.1
EB,ISCO,10/23/1999,1999,10,23,12,56,21,0.2,94,1.4,3.4
WB,ISCO,10/23/1999,1999,10,23,12,94,31,23,189,1.4,2
WB,ISCO,10/23/1999,1999,10,23,20,92,31,27,197,1.4,1.9
EB,ISCO,10/24/1999,1999,10,24,0,56,21,0.1,83,1.4,3.1
EB,ISCO,10/24/1999,1999,10,24,16,56,21,0.1,84,1.4,2.6
WB,ISCO,10/24/1999,1999,10,24,16,91,30,25,184,1.4,1.9
EB,REG,10/26/1999,1999,10,26,10,58,21,0.2,88,1.4,2.1
WB,REG,10/26/1999,1999,10,26,10,95,35,24,193,1.4,1.6
EB,ISCO,10/29/1999,1999,10,29,16,59,21,0.1,91,1.4,3.4
WB,ISCO,10/29/1999,1999,10,29,16,94,34,26,187,1.4,1.6
EB,ISCO,10/31/1999,1999,10,31,16,60,21,0.2,93,1.4,2.7
WB,REG,11/2/1999,1999,11,2,11,96,35,24,183,1.4,2.1
EB,REG,11/2/1999,1999,11,2,12,61,22,0.1,94,1.4,2.5
EB,REG,11/9/1999,1999,11,9,12,68,25,0.1,87,1.4,2.3
WB,REG,11/9/1999,1999,11,9,12,107,37,28,186,1.4,1.7
EB,ISCO,11/9/1999,1999,11,9,16,65,23,0.2,95,1.4,2.6
EB,ISCO,11/9/1999,1999,11,9,16,71,28,0.05,82,1.4,4.1
EB,ISCO,11/9/1999,1999,11,9,16,66,25,0.2,77,1.4,4.4
EB,ISCO,11/9/1999,1999,11,9,16,64,24,0.2,79,1.4,3.5
EB,ISCO,11/9/1999,1999,11,9,16,66,24,0.1,87,1.4,2.4
WB,ISCO,11/9/1999,1999,11,9,16,111,38,25,182,1.4,3.7
WB,ISCO,11/9/1999,1999,11,9,16,108,39,31,201,1.4,2.8
WB,ISCO,11/9/1999,1999,11,9,16,108,37,30,197,1.4,1.8
WB,ISCO,11/9/1999,1999,11,9,16,106,39,28,187,1.4,1.6
EB,ISCO,11/12/1999,1999,11,12,16,66,26,0.1,89,1.4,2.8
WB,ISCO,11/12/1999,1999,11,12,16,107,37,28,182,1.4,1.8
EB,ISCO,11/14/1999,1999,11,14,16,67,25,0.5,91,1.4,2.7
WB,ISCO,11/14/1999,1999,11,14,16,106,38,28,179,1.4,1.9
EB,REG,11/16/1999,1999,11,16,11,66,23,0.1,86,1.4,2
WB,REG,11/16/1999,1999,11,16,11,107,38,30,186,1.4,2
EB,REG,11/23/1999,1999,11,23,11,65,24,0.1,86,1.4,2.1
WB,REG,11/23/1999,1999,11,23,11,107,35,30,182,1.4,1.9
EB,ISCO,11/23/1999,1999,11,23,16,67,25,0.05,89,1.4,2.7
EB,ISCO,11/23/1999,1999,11,23,16,65,24,0.1,86,1.4,2.5
WB,ISCO,11/23/1999,1999,11,23,16,107,38,29,180,1.4,1.5
WB,ISCO,11/23/1999,1999,11,23,16,108,38,30,183,1.4,1.7
EB,ISCO,11/26/1999,1999,11,26,16,66,24,0.4,87,1.4,2.4
WB,ISCO,11/26/1999,1999,11,26,16,106,35,30,173,1.4,1.6
EB,ISCO,11/28/1999,1999,11,28,16,63,23,0.05,84,1.4,2.2
WB,ISCO,11/28/1999,1999,11,28,16,103,37,32,185,1.4,1.5
WB,REG,11/30/1999,1999,11,30,11,103,35,34,181,1.4,2.3
EB,REG,11/30/1999,1999,11,30,12,65,24,0.5,85,1.4,3.2
EB,ISCO,12/3/1999,1999,12,3,16,66,25,0.6,88,1.4,1.9
WB,ISCO,12/3/1999,1999,12,3,16,101,36,33,170,1.4,1.3
EB,ISCO,12/5/1999,1999,12,5,16,64,24,0.4,89,1.4,1.9
WB,ISCO,12/5/1999,1999,12,5,16,102,39,32,170,1.4,1.3
EB,REG,12/7/1999,1999,12,7,12,61,23,1.2,81,1.4,2.8
WB,REG,12/7/1999,1999,12,7,12,98,35,34,172,1.4,2.1
WB,ISCO,12/7/1999,1999,12,7,16,92,33,39,178,1.4,2.2
WB,ISCO,12/7/1999,1999,12,7,22,89,31,41,184,1.4,2.7
EB,ISCO,12/8/1999,1999,12,8,2,51,21,0.6,79,1.4,3
WB,ISCO,12/8/1999,1999,12,8,8,93,30,41,188,1.4,2.2
WB,ISCO,12/8/1999,1999,12,8,16,93,33,40,185,1.4,2
WB,REG,12/9/1999,1999,12,9,10,94,35,39,181,1.4,2
EB,REG,12/9/1999,1999,12,9,11,56,21,0.5,83,1.4,2.2
EB,ISCO,12/10/1999,1999,12,10,16,57,22,0.5,85,1.4,2.7
WB,ISCO,12/10/1999,1999,12,10,16,96,35,38,179,1.4,2
EB,ISCO,12/12/1999,1999,12,12,16,53,21,0.4,82,1.4,2.6
WB,ISCO,12/12/1999,1999,12,12,16,92,33,37,181,1.4,2
EB,REG,12/14/1999,1999,12,14,11,54,21,0.5,83,1.4,2
WB,REG,12/14/1999,1999,12,14,11,92,34,37,183,1.4,1.9
EB,ISCO,12/17/1999,1999,12,17,16,56,21,0.4,84,1.4,2.4
EB,ISCO,12/19/1999,1999,12,19,16,58,22,0.4,85,1.4,2.2
WB,REG,12/21/1999,1999,12,21,11,99,35,44,184,1.4,1.9
EB,REG,12/21/1999,1999,12,21,12,57,22,0.5,84,1.4,2
EB,ISCO,1/3/2000,2000,1,3,16,62,24,3.1,88,1.4,2.1
WB,ISCO,1/3/2000,2000,1,3,16,96,37,38.6,162,3.32,1.6
EB,ISCO,1/4/2000,2000,1,4,16,63,25,2.3,89,1.4,2
WB,ISCO,1/4/2000,2000,1,4,16,94,36,38.2,158,1.4,1.5
EB,REG,1/5/2000,2000,1,5,12,54,22,4.1,84,3.32,2.4
WB,REG,1/5/2000,2000,1,5,12,92,35,52.5,191,1.4,2.4
WB,ISCO,1/7/2000,2000,1,7,8,90,33,50.7,181,1.4,2.1
EB,ISCO,1/7/2000,2000,1,7,16,57,22,1.6,86,1.4,2.6
WB,ISCO,1/7/2000,2000,1,7,16,96,36,47,172,1.4,2.2
WB,ISCO,1/7/2000,2000,1,7,24,90,34,42.8,158,1.4,2.1
WB,ISCO,1/10/2000,2000,1,10,16,96,36,47,172,1.4,2.2
WB,ISCO,1/11/2000,2000,1,11,8,90,33,50.7,181,1.4,2.1
WB,REG,1/11/2000,2000,1,11,10,90,33,50.9,182,1.4,2
EB,REG,1/11/2000,2000,1,11,11,54,21,3,84,1.4,1.8
WB,ISCO,1/11/2000,2000,1,11,24,90,34,42.8,158,1.4,2.1
EB,ISCO,1/14/2000,2000,1,14,16,58,23,0.9,89,1.4,2
WB,ISCO,1/14/2000,2000,1,14,16,97,38,51.2,183,1.4,1.6
EB,ISCO,1/21/2000,2000,1,21,16,56,22,0.8,87,1.4,2.1
WB,ISCO,1/21/2000,2000,1,21,16,99,39,46.8,171,1.4,1.5
WB,REG,1/25/2000,2000,1,25,10,98,39,44.8,166,1.4,1.6
EB,REG,1/25/2000,2000,1,25,11,63,26,1,93,1.4,1.8
EB,ISCO,1/28/2000,2000,1,28,16,67,27,1.8,90,1.4,1.9
WB,ISCO,1/28/2000,2000,1,28,16,100,40,46,161,1.4,1.4
EB,ISCO,1/30/2000,2000,1,30,16,66,27,1.1,91,1.4,2.2
WB,ISCO,1/30/2000,2000,1,30,16,102,40,45.1,161,1.4,1.3
EB,REG,2/1/2000,2000,2,1,11,68,27,1.5,91,1.4,1.5
WB,REG,2/1/2000,2000,2,1,11,104,41,45.6,161,1.4,1.4
EB,ISCO,2/1/2000,2000,2,1,16,66,27,1.1,91,1.4,2.2
EB,ISCO,2/4/2000,2000,2,4,16,81,33,18,97,1.4,1.7
WB,ISCO,2/4/2000,2000,2,4,16,103,40,44.1,158,1.4,1.6
WB,ISCO,2/4/2000,2000,2,4,16,102,39,42.6,156,1.4,1.6
EB,ISCO,2/11/2000,2000,2,11,16,68,27,1.2,93,1.4,1.9
EB,ISCO,2/13/2000,2000,2,13,16,71,29,4,94,1.4,1.8
EB,ISCO,2/13/2000,2000,2,13,16,81,33,18,97,1.4,1.7
EB,ISCO,2/13/2000,2000,2,13,16,68,27,1.2,93,1.4,1.9
WB,ISCO,2/13/2000,2000,2,13,16,103,40,44.1,158,1.4,1.6
WB,ISCO,2/13/2000,2000,2,13,16,102,39,42.6,156,1.4,1.6
EB,ISCO,2/14/2000,2000,2,14,16,63,26,5.9,82,1.4,1.7
WB,ISCO,2/14/2000,2000,2,14,16,90,35,39.2,132,1.4,1.4
WB,ISCO,2/14/2000,2000,2,14,18,93,36,43.3,142,1.4,1.5
WB,ISCO,2/14/2000,2000,2,14,20,98,38,47.3,151,1.4,1.4
WB,ISCO,2/14/2000,2000,2,14,24,107,42,47.2,154,1.4,1.3
WB,ISCO,2/15/2000,2000,2,15,8,103,39,52.1,162,1.4,1.4
EB,REG,2/15/2000,2000,2,15,13,66,26,3.5,86,1.4,1.6
WB,REG,2/15/2000,2000,2,15,14,105,39,53.1,164,1.4,1.7
EB,ISCO,2/18/2000,2000,2,18,16,65,26,1.4,87,1.4,1.8
WB,ISCO,2/18/2000,2000,2,18,16,104,39,49.4,162,1.4,1.4
EB,ISCO,2/20/2000,2000,2,20,16,66,26,1.1,90,1.4,1.8
WB,ISCO,2/20/2000,2000,2,20,16,104,39,48.5,162,1.4,1.3
WB,REG,2/22/2000,2000,2,22,11,107,41,49.4,164,1.4,1.3
EB,REG,2/22/2000,2000,2,22,12,68,27,1.2,92,1.4,1.7
WB,ISCO,2/23/2000,2000,2,23,12,86,38,71,210,15,2.2
EB,ISCO,2/23/2000,2000,2,23,16,66,26,1.2,91,1.4,2.2
WB,ISCO,2/23/2000,2000,2,23,18,100,39,48,160,1.4,1.5
WB,ISCO,2/23/2000,2000,2,23,18,101,39,50,160,1.4,1.6
WB,ISCO,2/23/2000,2000,2,23,20,105,40,59,160,1.4,1.4
WB,ISCO,2/23/2000,2000,2,23,24,91,38,70,210,19.9,1.9
WB,ISCO,2/23/2000,2000,2,23,24,91,39,74,200,8.31,2.1
EB,ISCO,2/24/2000,2000,2,24,16,66,26,1.9,90,1.4,2.5
EB,ISCO,2/26/2000,2000,2,26,16,64,25,2,89,1.4,3.5
EB,ISCO,2/28/2000,2000,2,28,16,51,23,9,78,1.4,2.9
EB,ISCO,2/28/2000,2000,2,28,24,60,25,8.5,82,1.4,2.2
WB,REG,2/29/2000,2000,2,29,13,92,39,76,200,1.4,3.7
EB,REG,2/29/2000,2000,2,29,14,54,23,5.2,82,1.4,4.9
EB,ISCO,2/29/2000,2000,2,29,24,51,23,7.4,80,1.4,2.5
EB,ISCO,3/1/2000,2000,3,1,16,53,21,3,82,1.4,2.1
WB,ISCO,3/1/2000,2000,3,1,18,96,37,77,190,1.4,1.8
EB,ISCO,3/3/2000,2000,3,3,16,57,22,1.6,84,1.4,1.9
WB,ISCO,3/3/2000,2000,3,3,18,99,38,74,180,1.4,1.6
EB,ISCO,3/5/2000,2000,3,5,16,57,23,1.1,86,1.4,2
WB,ISCO,3/5/2000,2000,3,5,18,100,38,71,180,1.4,1.5
EB,REG,3/7/2000,2000,3,7,11,58,23,1.1,86,1.4,1.6
WB,REG,3/7/2000,2000,3,7,11,103,39,67,170,1.4,1.5
EB,ISCO,3/9/2000,2000,3,9,16,55,21,1.2,84,1.4,1.9
WB,ISCO,3/9/2000,2000,3,9,16,99,39,61,170,1.4,2
EB,ISCO,3/11/2000,2000,3,11,16,53,21,1.2,84,1.4,1.9
WB,ISCO,3/11/2000,2000,3,11,16,95,38,68,180,1.4,2.3
EB,ISCO,3/12/2000,2000,3,12,16,47,19,1.9,77,1.4,2.1
WB,ISCO,3/12/2000,2000,3,12,16,86,34,60,160,1.4,1.7
EB,ISCO,3/12/2000,2000,3,12,18,48,19,1.9,80,1.4,2.2
EB,ISCO,3/12/2000,2000,3,12,20,48,20,1.9,81,1.4,2.1
WB,ISCO,3/13/2000,2000,3,13,16,89,35,70,180,1.4,1.8
EB,ISCO,3/14/2000,2000,3,14,16,62,23,1.2,84,1.4,2.1
WB,ISCO,3/14/2000,2000,3,14,16,92,36,68,180,1.4,1.7
WB,REG,3/15/2000,2000,3,15,11,94,35,68,180,1.4,1.5
EB,REG,3/15/2000,2000,3,15,12,51,21,1.1,85,1.4,1.9
EB,REG,3/22/2000,2000,3,22,11,52,21,0.9,86,2.77,2.2
WB,REG,3/22/2000,2000,3,22,11,94,37,60,170,1.4,1.8
EB,ISCO,3/24/2000,2000,3,24,16,49,21,1,86,1.4,2.2
WB,ISCO,3/24/2000,2000,3,24,16,87,35,61.5,179,1.4,1.7
EB,ISCO,3/26/2000,2000,3,26,16,46,20,0.9,84,1.4,2.3
WB,ISCO,3/26/2000,2000,3,26,16,87,35,63.8,185,1.4,1.7
EB,ISCO,3/28/2000,2000,3,28,12,44,20,2.7,84,1.4,2.7
EB,REG,3/28/2000,2000,3,28,12,46,20,2.8,80,1.4,2.6
WB,ISCO,3/28/2000,2000,3,28,12,82,33,60,180,1.4,1.9
WB,REG,3/28/2000,2000,3,28,12,83,34,59.6,178,1.4,2
EB,ISCO,3/28/2000,2000,3,28,14,43,20,4.3,77,1.4,3.7
WB,ISCO,3/28/2000,2000,3,28,14,77,31,52,170,3.88,2.4
EB,ISCO,3/28/2000,2000,3,28,16,39,19,5.6,72,1.4,4.6
WB,ISCO,3/28/2000,2000,3,28,16,75,30,47,170,11.1,3.3
WB,ISCO,3/28/2000,2000,3,28,20,80,32,50,180,7.2,2.9
EB,ISCO,3/28/2000,2000,3,28,22,38,19,4.2,80,1.4,3.3
EB,ISCO,3/29/2000,2000,3,29,6,40,19,2.9,83,1.4,2.9
WB,ISCO,3/29/2000,2000,3,29,6,89,35,60,180,8.86,2.3
EB,ISCO,3/29/2000,2000,3,29,16,41,19,2.5,85,1.4,2.6
WB,ISCO,3/29/2000,2000,3,29,16,87,35,60,180,1.4,2.1
WB,ISCO,3/29/2000,2000,3,29,18,87,35,60,180,1.4,2
WB,ISCO,3/29/2000,2000,3,29,20,87,35,61,180,1.4,2
EB,ISCO,3/30/2000,2000,3,30,16,43,20,1.1,87,1.4,2.2
EB,ISCO,3/31/2000,2000,3,31,16,45,20,0.8,88,1.4,2.2
EB,ISCO,4/2/2000,2000,4,2,16,47,21,0.6,89,1.4,2.1
WB,ISCO,4/2/2000,2000,4,2,16,89,34,58,180,1.4,1.7
WB,REG,4/4/2000,2000,4,4,11,85,32,56,180,1.4,1.8
EB,ISCO,4/4/2000,2000,4,4,12,44,19,1.9,84,1.4,2.5
EB,REG,4/4/2000,2000,4,4,12,43,19,2.3,87,1.4,2.4
WB,ISCO,4/4/2000,2000,4,4,12,82,31,54,180,2.77,1.8
EB,ISCO,4/4/2000,2000,4,4,14,43,19,1.7,85,1.4,2.5
WB,ISCO,4/4/2000,2000,4,4,14,80,30,55,180,1.4,1.9
EB,ISCO,4/4/2000,2000,4,4,20,43,19,1.3,85,1.4,2.3
WB,ISCO,4/4/2000,2000,4,4,20,81,30,54,180,1.4,1.7
EB,ISCO,4/5/2000,2000,4,5,6,43,19,1.1,86,1.4,2.3
WB,ISCO,4/5/2000,2000,4,5,6,81,31,58,180,1.4,1.8
EB,ISCO,4/6/2000,2000,4,6,16,45,20,0.6,87,3.32,2
WB,ISCO,4/6/2000,2000,4,6,16,85,33,57,180,2.77,1.6
EB,ISCO,4/10/2000,2000,4,10,16,50,22,0.4,86,1.4,1.9
WB,ISCO,4/10/2000,2000,4,10,16,85,33,58,180,1.4,1.5
WB,REG,4/12/2000,2000,4,12,11,89,35,56,180,1.4,2.1
EB,REG,4/12/2000,2000,4,12,12,51,22,0.6,88,1.4,2
EB,ISCO,4/14/2000,2000,4,14,16,56,22,0.4,89,1.4,2.3
WB,ISCO,4/14/2000,2000,4,14,16,97,35,53,180,1.4,1.6
EB,ISCO,4/16/2000,2000,4,16,16,57,22,0.3,90,1.4,2
WB,ISCO,4/16/2000,2000,4,16,16,99,36,49,170,1.4,1.7
WB,REG,4/18/2000,2000,4,18,10,99,36,48,170,1.4,2
EB,REG,4/18/2000,2000,4,18,11,59,24,0.4,90,2.77,2.8
EB,ISCO,4/21/2000,2000,4,21,16,57,23,0.2,91,1.4,1.9
WB,ISCO,4/21/2000,2000,4,21,16,101,39,41.4,167,1.4,1.5
WB,ISCO,4/21/2000,2000,4,21,16,101,39,41.4,167,1.4,1.5
EB,ISCO,4/22/2000,2000,4,22,16,56,23,1,87,1.4,2
WB,ISCO,4/22/2000,2000,4,22,16,94,36,38.7,161,1.4,1.8
EB,ISCO,4/22/2000,2000,4,22,20,52,22,1.2,82,1.4,2.6
WB,ISCO,4/22/2000,2000,4,22,20,90,35,41.9,165,1.4,2.1
EB,ISCO,4/22/2000,2000,4,22,22,51,22,2.1,81,1.4,2.5
WB,ISCO,4/22/2000,2000,4,22,22,90,35,45.4,171,1.4,2
EB,ISCO,4/23/2000,2000,4,23,16,48,21,1.1,81,1.4,2.4
WB,ISCO,4/23/2000,2000,4,23,16,84,32,53.3,178,1.4,2
EB,ISCO,4/23/2000,2000,4,23,20,47,21,1.2,81,1.4,2.5
WB,ISCO,4/23/2000,2000,4,23,20,82,31,53.5,177,1.4,2.1
EB,ISCO,4/24/2000,2000,4,24,8,49,21,0.6,82,1.4,2.2
WB,ISCO,4/24/2000,2000,4,24,8,88,34,56.3,182,1.4,2
EB,REG,4/25/2000,2000,4,25,11,49,21,0.4,85,1.4,2.8
WB,REG,4/25/2000,2000,4,25,11,90,35,54,180,1.4,2
EB,ISCO,4/28/2000,2000,4,28,16,55,23,0.3,87,2.77,2.8
WB,ISCO,4/28/2000,2000,4,28,16,93,36,46,170,2.77,1.8
EB,ISCO,4/30/2000,2000,4,30,16,55,23,0.2,88,1.4,2.8
WB,ISCO,4/30/2000,2000,4,30,16,95,37,42,170,2.77,2
EB,REG,5/2/2000,2000,5,2,11,56,23,0.2,89,1.4,1.9
WB,REG,5/2/2000,2000,5,2,11,84,34,39,190,1.4,1.5
EB,ISCO,5/5/2000,2000,5,5,16,59,23,0.1,91,1.4,2.2
WB,ISCO,5/5/2000,2000,5,5,16,100,36,34,170,1.4,1.5
EB,ISCO,5/7/2000,2000,5,7,16,60,23,0.1,93,1.4,2.2
WB,ISCO,5/7/2000,2000,5,7,16,99,36,31,170,1.4,1.8
WB,REG,5/9/2000,2000,5,9,12,98,35,29,170,1.4,1.7
EB,REG,5/9/2000,2000,5,9,13,60,23,0.1,93,1.4,1.7
EB,ISCO,5/10/2000,2000,5,10,16,60,22,0.1,93,1.4,1.8
WB,ISCO,5/10/2000,2000,5,10,16,99,35,31,170,1.4,2
EB,ISCO,5/11/2000,2000,5,11,16,56,21,0.1,89,1.4,2
WB,ISCO,5/11/2000,2000,5,11,16,99,34,36,170,1.4,1.7
EB,ISCO,5/13/2000,2000,5,13,16,57,21,0.1,90,1.4,2.2
WB,ISCO,5/13/2000,2000,5,13,16,102,35,33,170,1.4,1.6
EB,REG,5/15/2000,2000,5,15,13,56,21,0.05,91,1.4,2
WB,REG,5/15/2000,2000,5,15,13,99,34,35,170,1.4,1.6
EB,ISCO,5/19/2000,2000,5,19,16,55,22,0.1,88,1.4,2.1
WB,ISCO,5/19/2000,2000,5,19,16,96,35,33,170,1.4,2
EB,ISCO,5/21/2000,2000,5,21,16,58,23,0.05,90,1.4,2.3
WB,ISCO,5/21/2000,2000,5,21,16,97,36,30,170,1.4,2
EB,REG,5/23/2000,2000,5,23,11,56,22,0.1,88,1.4,0.6
WB,REG,5/23/2000,2000,5,23,11,90,34,27,160,1.4,1.7
EB,ISCO,5/24/2000,2000,5,24,16,57,22,0.1,89,1.4,1.9
WB,ISCO,5/24/2000,2000,5,24,16,92,35,27.2,156,1.4,1.7
EB,ISCO,5/25/2000,2000,5,25,16,53,21,0.05,84,1.4,2.4
WB,ISCO,5/25/2000,2000,5,25,16,90,34,29.4,159,1.4,1.8
EB,ISCO,5/25/2000,2000,5,25,22,51,21,0.05,85,1.4,2.3
WB,ISCO,5/25/2000,2000,5,25,22,90,34,32.2,165,1.4,1.8
EB,ISCO,5/26/2000,2000,5,26,16,53,21,0.05,87,1.4,2.1
WB,ISCO,5/26/2000,2000,5,26,16,91,34,33.5,168,1.4,1.7
EB,ISCO,5/28/2000,2000,5,28,16,54,21,0.05,88,1.4,1.9
WB,ISCO,5/28/2000,2000,5,28,16,91,35,29.3,164,1.4,1.8
WB,REG,5/30/2000,2000,5,30,11,93,35,27.2,166,1.4,1.6
EB,REG,5/30/2000,2000,5,30,12,56,22,0.05,89,1.4,2.2
WB,ISCO,6/2/2000,2000,6,2,16,93,35,20,160,1.4,1.7
WB,ISCO,6/2/2000,2000,6,2,16,92,35,17,160,1.4,1.5
EB,REG,6/6/2000,2000,6,6,10,60,23,0.1,91,1.4,2.5
WB,REG,6/6/2000,2000,6,6,11,91,35,15,160,1.4,1.9
EB,ISCO,6/9/2000,2000,6,9,16,60,23,0.05,92,1.4,1.9
WB,ISCO,6/9/2000,2000,6,9,16,95,36,16,160,1.4,1.7
EB,ISCO,6/11/2000,2000,6,11,16,61,23,0.1,91,1.4,2
WB,ISCO,6/11/2000,2000,6,11,16,94,35,14,160,1.4,1.6
WB,REG,6/13/2000,2000,6,13,11,95,35,14,160,1.4,1.8
EB,REG,6/13/2000,2000,6,13,12,62,24,0.1,92,1.4,1.9
EB,ISCO,6/16/2000,2000,6,16,16,63,24,0.3,93,1.4,1.8
WB,ISCO,6/16/2000,2000,6,16,16,94,35,9.1,160,1.4,1.7
EB,ISCO,6/18/2000,2000,6,18,16,63,24,0.2,93,1.4,1.9
WB,ISCO,6/18/2000,2000,6,18,16,95,35,8.1,160,1.4,1.9
EB,REG,6/20/2000,2000,6,20,12,63,23,0.2,94,1.4,1.8
WB,REG,6/20/2000,2000,6,20,12,92,34,5.8,160,1.4,1.6
EB,ISCO,6/23/2000,2000,6,23,16,64,24,0.05,93,1.4,2.1
WB,ISCO,6/23/2000,2000,6,23,16,89,34,4.9,150,1.4,2.5
WB,REG,6/27/2000,2000,6,27,11,90,33,2.9,160,1.4,1.7
EB,REG,6/27/2000,2000,6,27,13,67,24,0.2,96,1.4,2
EB,REG,7/18/2000,2000,7,18,9,65,25,1.1,89,1.4,2
WB,REG,7/18/2000,2000,7,18,10,84,34,1.1,150,1.4,1.8
EB,ISCO,10/20/2000,2000,10,20,16,75,31,0.05,95,1.4,2.2
WB,ISCO,10/20/2000,2000,10,20,16,97,44,2.5,150,1.4,4.8
EB,ISCO,10/22/2000,2000,10,22,16,72,31,0.05,96,1.4,2.9
WB,ISCO,10/22/2000,2000,10,22,16,96,44,0.2,150,1.4,3.4
EB,ISCO,10/30/2000,2000,10,30,16,82,37,3.7,89,1.4,4.5
WB,ISCO,10/30/2000,2000,10,30,16,90,44,6.4,113,1.4,5.2
WB,ISCO,10/31/2000,2000,10,31,10,106,44,18.3,145,1.4,4.2
EB,ISCO,10/31/2000,2000,10,31,16,67,28,0.1,91,1.4,3.4
WB,ISCO,11/1/2000,2000,11,1,2,107,42,17.9,170,1.4,3.1
EB,REG,11/1/2000,2000,11,1,11,64,25,0.05,87,1.4,2.3
WB,REG,11/1/2000,2000,11,1,11,101,35,16.7,187,1.4,2.2
EB,ISCO,11/2/2000,2000,11,2,16,67,26,0.05,93,1.4,2.3
WB,ISCO,11/2/2000,2000,11,2,16,107,38,11.3,182,1.4,2.4
EB,ISCO,11/3/2000,2000,11,3,16,67,26,0.05,94,1.4,2.1
WB,ISCO,11/5/2000,2000,11,5,16,105,39,6.6,170,1.4,2.7
WB,REG,11/7/2000,2000,11,7,10,110,39,8.9,184,1.4,1.5
EB,REG,11/7/2000,2000,11,7,11,67,25,0.05,91,1.4,2
EB,ISCO,11/10/2000,2000,11,10,16,69,26,0.05,94,1.4,2.3
WB,ISCO,11/10/2000,2000,11,10,16,108,39,7.8,173,1.4,3.6
EB,ISCO,11/12/2000,2000,11,12,16,68,26,0.2,95,1.4,2.6
WB,ISCO,11/12/2000,2000,11,12,16,109,40,7.4,160,1.4,3.6
WB,REG,11/14/2000,2000,11,14,10,112,39,7.8,177,1.4,7.5
EB,REG,11/14/2000,2000,11,14,11,70,26,0.05,94,1.4,2
EB,ISCO,11/14/2000,2000,11,14,16,70,26,0.05,95,1.4,2.4
