Year,Month ,Water Year,"Year, Month",CSMeanTempC,CSPrecipitationmm,Runoffmm,1 Ca (mg/L),1 TOC TC-IC(mg/L),1 NH4-N(mg/L),1 NO3+NO2-N(mg/L),1 TP(mg/L),1 SO4-S (mg/L),2 NH4-N (kg/ha),2 NO3-N (kg/ha),2 Total N (kg/ha),2 SO4-S (kg/ha),T2 (DegC),P2 (mm),FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATDPmgL,FWASO4SmgL,
2003,3,2003,20033,N/A,N/A,N/A,2,30.4,0.21,0.09,0.1,1.1655,0.005501475,0.006335713,0.011837188,0.002788601,-4.614999771,13.68999958,0.050552923,0.768404423,0.005308057,0.002274882,0.002527646,0.029459716,
2003,4,2003,20034,N/A,N/A,N/A,2.35,38.75,0.165,0.06,0.065,1.24875,0.012425264,0.010382886,0.02280815,0.012504016,4.840000153,38.24000168,0.267335352,5.208185087,0.030894209,0.012474451,0.005206283,0.155663636,
2003,5,2003,20035,N/A,N/A,N/A,2.5,37.5,0.085,0.055,0.035,1.2321,0.037819949,0.022125169,0.059945119,0.028460647,11.85999966,69.95999908,0.216375903,3.369970857,0.004637011,0.002040501,0.002640724,0.091112703,
2003,6,2003,20036,N/A,N/A,N/A,3.45,51.5,0.04,0.01,0.035,0.34965,0.031076949,0.022984891,0.054061841,0.022960464,16.68000031,107.3399963,0.068235851,1.049044284,0.00079049,0.000208837,0.000708501,0.008571677,
2003,7,2003,20037,N/A,N/A,N/A,2.966666667,62.76666667,0.06,0.013333333,0.026666667,0.1776,0.031124144,0.017179671,0.048303815,0.02240034,19.48500061,97.62000275,0.291747714,6.035278472,0.006423173,0.001431052,0.002610681,0.019797579,
2003,8,2003,20038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.050867206,0.026314776,0.077181982,0.02693154,20.55500031,50.93000031,N/A,N/A,N/A,N/A,N/A,N/A,
2003,9,2003,20039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.009459856,0.009840034,0.01929989,0.013943192,13.55000019,69.12000275,N/A,N/A,N/A,N/A,N/A,N/A,
2003,10,2003,200310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005223332,0.004991856,0.010215188,0.006048408,7.010000229,41.09000015,N/A,N/A,N/A,N/A,N/A,N/A,
2003,11,2004,200411,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007567313,0.008453269,0.016020583,0.007247212,-4.135000229,28.45000076,N/A,N/A,N/A,N/A,N/A,N/A,
2003,12,2004,200412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001491466,0.004432165,0.005923632,0.001280405,-7.420000076,15.10999966,N/A,N/A,N/A,N/A,N/A,N/A,
2004,1,2004,20041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006859169,0.011030807,0.017889976,0.004522878,-17.35499954,23.75,N/A,N/A,N/A,N/A,N/A,N/A,
2004,2,2004,20042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001356669,0.006495654,0.007852323,0.001813579,-8.739999771,12.77999973,N/A,N/A,N/A,N/A,N/A,N/A,
2004,3,2004,20043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.039594242,0.022793929,0.062388171,0.018439649,-2.355000019,30.15999985,N/A,N/A,N/A,N/A,N/A,N/A,
2004,4,2004,20044,N/A,N/A,N/A,2.25,39.35,0.025,0.01,0.025,1.68165,0.030557778,0.009587823,0.040145601,0.012639593,4.5,24.27000046,0.08668293,1.494405634,0.001030673,0.000387959,0.000969897,0.067872094,
2004,5,2004,20045,N/A,N/A,N/A,2.5,47.45,0.04,0.015,0.025,1.11555,0.033141786,0.019584016,0.052725802,0.020488024,8.909999847,93.58999634,0.20264098,3.870220006,0.002090852,0.000917334,0.001973104,0.078280902,
2004,6,2004,20046,N/A,N/A,N/A,2.3,53.45,0.01,0.01,0.025,0.2331,0.026287749,0.015190872,0.04147862,0.015025747,14.70499992,37.27000046,0.119089729,2.901995733,0.000562787,0.000562787,0.001406967,0.018289022,
2004,7,2004,20047,N/A,N/A,N/A,3.3,61.3,0.06,0.01,0.025,0.1998,0.035186278,0.025667323,0.060853601,0.075644102,18.18499947,113.8300018,0.014288088,0.265412057,0.000259783,4.33E-05,0.000108243,0.000865079,
2004,8,2004,20048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017089031,0.009913609,0.027002641,0.013853225,14.82499981,61.13000107,N/A,N/A,N/A,N/A,N/A,N/A,
2004,9,2004,20049,N/A,N/A,N/A,2.95,65.45,0.065,0.01,0.0425,0.1998,0.027826697,0.019863298,0.047689995,0.033809932,15.67000008,159.7700043,0.19456716,4.220879951,0.004266732,0.000625648,0.003359067,0.015164689,
2004,10,2004,200410,N/A,N/A,N/A,2.55,54.95,0.025,0.01,0.0425,0.14985,0.03222827,0.016758901,0.048987171,0.021143845,7.300000191,75.65000153,0.07425067,1.606457634,0.000692911,0.000292702,0.001379944,0.004515501,
2004,11,2005,200511,N/A,N/A,N/A,2.2,47.2,0.01,0.01,0.025,0.1998,0.001051077,0.001541415,0.002592492,0.001022998,-0.025000099,9.350000381,0.016404534,0.351951816,7.46E-05,7.46E-05,0.000186415,0.00148983,
2004,12,2005,200512,N/A,N/A,N/A,2.1,44,0.02,0.04,0.025,0.1998,0.006583091,0.00999398,0.016577071,0.005348065,-10.82999992,36.29999924,0.117367459,2.45912771,0.001117785,0.002235571,0.001397232,0.011166675,
2005,1,2005,20051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.009439465,0.0144774,0.023916866,0.008408136,-15.625,46.70000076,N/A,N/A,N/A,N/A,N/A,N/A,
2005,2,2005,20052,N/A,N/A,N/A,3.2,25.7,0.01,0.24,0.07,0.0999,0.005598077,0.006405463,0.012003541,0.004279792,-7.949999809,11.10000038,0,0,0,0,0,0,
2005,3,2005,20053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004753537,0.003155292,0.007908828,0.003238126,-4.65500021,17.48999977,N/A,N/A,N/A,N/A,N/A,N/A,
2005,4,2005,20054,N/A,N/A,N/A,1.45,25.25,0.125,0.01,0.0425,0.666,0.017670671,0.010064862,0.027735533,0.009902933,7.650000095,25.11000061,0.133614888,2.031972066,0.019283642,0.001012836,0.005849965,0.085099071,
2005,5,2005,20055,N/A,N/A,N/A,1.5,31.25,0.045,0.01,0.025,0.2664,0.034109725,0.020262077,0.054371802,0.03229846,10.57999992,103.9899979,0.021805088,0.477114207,0.000501876,0.000145367,0.000363418,0.003196474,
2005,6,2005,20056,N/A,N/A,N/A,1.9,41.96666667,0.293333333,0.01,0.025,0.1554,0.023560061,0.020882572,0.044442633,0.024874232,18.06999969,133.5800018,0.239183957,5.31038734,0.026140939,0.001288077,0.003220192,0.019557732,
2005,7,2005,20057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.030552141,0.016720429,0.04727257,0.030026984,20.30500031,47.72000122,N/A,N/A,N/A,N/A,N/A,N/A,
2005,8,2005,20058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.009829764,0.009061428,0.018891192,0.009860987,17.99500084,58.16999817,N/A,N/A,N/A,N/A,N/A,N/A,
2005,9,2005,20059,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.030426289,0.017169908,0.047596196,0.024792041,14.92500019,66.58000183,N/A,N/A,N/A,N/A,N/A,N/A,
2005,10,2005,200510,N/A,N/A,N/A,4.05,59.25,0.17,0.025,0.025,1.34865,0.016613048,0.008432997,0.025046045,0.011457414,7.409999847,85.62000275,0.130422385,1.967747697,0.003200476,0.001167826,0.000797456,0.044252876,
2005,11,2006,200611,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.055675167,0.034392277,0.090067444,0.038528427,-1.230000019,72.98999786,N/A,N/A,N/A,N/A,N/A,N/A,
2005,12,2006,200612,N/A,N/A,N/A,3.2,44.1,2.51,0.05,0.025,1.3986,0.002619765,0.008923066,0.01154283,0.004251225,-8.244999886,20.14999962,0.094433138,1.30140668,0.074070992,0.001475518,0.000737759,0.041273183,
2006,1,2006,20061,N/A,N/A,N/A,3,48.9,0.1,0.13,0.07,0.8658,0.002713385,0.003295859,0.006009244,0.002820985,-5.375,9.149999619,0.108557457,1.769486553,0.003618582,0.004704156,0.002533007,0.031329682,
2006,2,2006,20062,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003275931,0.005484941,0.008760872,0.002681972,-12.21000004,21.30999947,N/A,N/A,N/A,N/A,N/A,N/A,
2006,3,2006,20063,N/A,N/A,N/A,2.7,30.4,0.06,1,0.12,1.8981,0.018665507,0.018066624,0.036732131,0.015473826,-1.745000005,39.20000076,0.159108223,1.791440735,0.003535738,0.058928972,0.007071477,0.111853081,
2006,4,2006,20064,N/A,N/A,N/A,1.65,33.8,0.05,0.01,0.06,0.7992,0.0322611,0.021033705,0.053294805,0.027630737,8.56000042,36.43000031,0.066048818,1.211719492,0.002750905,0.000428052,0.002568314,0.042343706,
2006,5,2006,20065,N/A,N/A,N/A,2.1,45.15,0.045,0.01,0.025,0.2331,0.019757311,0.011958978,0.031716288,0.01740196,13.02999973,79.98000336,0.154332746,3.180333304,0.002492426,0.000712287,0.001780718,0.0213511,
2006,6,2006,20066,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.026715668,0.014591311,0.041306979,0.020097497,17.38999939,58.31000137,N/A,N/A,N/A,N/A,N/A,N/A,
2006,7,2006,20067,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.042319064,0.021815458,0.064134522,0.016003946,22.14999962,63.81999969,N/A,N/A,N/A,N/A,N/A,N/A,
2006,8,2006,20068,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.013063454,0.008731114,0.021794568,0.011760397,18.81999969,49.75999832,N/A,N/A,N/A,N/A,N/A,N/A,
2006,9,2006,20069,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.014145435,0.006646795,0.02079223,0.018674182,12.71500015,61.59000015,N/A,N/A,N/A,N/A,N/A,N/A,
2006,10,2006,200610,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.010364092,0.006953355,0.017317448,0.00796337,4.34499979,42.66999817,N/A,N/A,N/A,N/A,N/A,N/A,
2006,11,2007,200711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007924712,0.005809047,0.013733759,0.006561157,-1.044999957,23.17000008,N/A,N/A,N/A,N/A,N/A,N/A,
2006,12,2007,200712,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00356135,0.007077804,0.010639154,0.006021788,-5.59499979,24.79999924,N/A,N/A,N/A,N/A,N/A,N/A,
2007,1,2007,20071,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000823125,0.001262687,0.002085812,0.000529284,-11.06499958,6.079999924,N/A,N/A,N/A,N/A,N/A,N/A,
2007,2,2007,20072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001331278,0.006501712,0.007832991,0.001790521,-14.26500034,17.03000069,N/A,N/A,N/A,N/A,N/A,N/A,
2007,3,2007,20073,N/A,N/A,N/A,1.7,33.2,0.55,0.18,0.18,0.7992,0.019251068,0.017574892,0.03682596,0.018858167,-1.325000048,42.13000107,0.033575171,0.655703345,0.010862555,0.003555018,0.003555018,0.015784281,
2007,4,2007,20074,N/A,N/A,N/A,3.05,51.6,0.07,0.14,0.0375,2.51415,0.042804,0.013474873,0.056278873,0.020466067,3.994999886,61.72000122,0.189620806,3.480580351,0.004526119,0.003076176,0.003610433,0.156560344,
2007,5,2007,20075,N/A,N/A,N/A,3.6,61.6,0.1,0.06,0.025,3.2301,0.0274036,0.013963638,0.041367238,0.019327067,13.51500034,61.99000168,0.161477787,2.763064354,0.004485494,0.002691296,0.001121374,0.144885944,
2007,6,2007,20076,N/A,N/A,N/A,3.45,69.55,0.035,0.02,0.025,0.84915,0.041406737,0.023814396,0.065221133,0.029746065,18.51000023,76.09999847,0.449848243,8.736302089,0.00435947,0.001899096,0.003409922,0.131001669,
2007,7,2007,20077,N/A,N/A,N/A,3.6,85,0.31,0.24,0.08,0.4995,0.007656213,0.004861127,0.01251734,0.005613819,20.26000023,61.25999832,1.51875,35.859375,0.13078125,0.10125,0.03375,0.210726563,
2007,8,2007,20078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.030483476,0.015192979,0.045676456,0.014969553,17.98999977,34.13999939,N/A,N/A,N/A,N/A,N/A,N/A,
2007,9,2007,20079,N/A,N/A,N/A,5,86,0.04,0.03,0.025,1.6317,0.072257404,0.02781546,0.100072864,0.048319198,13.33500004,127.6399994,0.352,6.0544,0.002816,0.002112,0.00176,0.11487168,
2007,10,2007,200710,N/A,N/A,N/A,3.45,76.55,0.035,0.03,0.025,0.6327,0.016617753,0.013307075,0.029924828,0.019356234,8.390000343,113.8700027,0.300070054,6.486487685,0.003155852,0.002888462,0.002407051,0.055216157,
2007,11,2008,200811,N/A,N/A,N/A,2.933333333,54.16666667,0.013333333,0.07,0.025,0.2775,0.0060255,0.005049428,0.011074928,0.003519648,-2.160000086,9.970000267,0.484802276,9.446426737,0.001765101,0.007813377,0.004266582,0.062490286,
2007,12,2008,200812,N/A,N/A,N/A,3.2,46.25,0.155,0.045,0.025,0.6993,0.00558233,0.009888688,0.015471018,0.003530467,-11.89999962,33.5,0.113651498,1.642619312,0.005504994,0.001598224,0.000887902,0.024836404,
2008,1,2008,20081,N/A,N/A,N/A,3.2,43.2,0.26,0.03,0.025,0.6993,0.001617257,0.003520255,0.005137511,0.00129527,-13.82499981,3.869999886,0.203174603,2.742857143,0.016507937,0.001904762,0.001587302,0.0444,
2008,2,2008,20082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001078595,0.001864462,0.002943057,0.000986088,-13.63500023,9.25,N/A,N/A,N/A,N/A,N/A,N/A,
2008,3,2008,20083,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008054983,0.005565393,0.013620375,0.004550478,-5.710000038,8.630000114,N/A,N/A,N/A,N/A,N/A,N/A,
2008,4,2008,20084,N/A,N/A,N/A,1.6,24.45,0.06,0.11,0.025,1.1988,0.061755579,0.030991054,0.092746633,0.037003076,2.954999924,89.23999786,0.055226645,0.96747145,0.000597686,0.00114885,0.00091269,0.039522189,
2008,5,2008,20085,N/A,N/A,N/A,1.95,38,0.03,0.015,0.025,0.7992,0.019745547,0.009804204,0.029549751,0.010528644,9.18999958,66.43000031,0.075164701,1.463695876,0.000926823,0.000463412,0.001083211,0.038354646,
2008,6,2008,20086,N/A,N/A,N/A,2.3,48.8,0.03,0.01,0.025,0.3663,0.025363052,0.019354278,0.04471733,0.023826617,15.68500042,125.4400024,0.145407419,3.085166108,0.001896619,0.000632206,0.001580515,0.023157712,
2008,7,2008,20087,N/A,N/A,N/A,3,61.8,0.05,0.01,0.025,0.11655,0.044186278,0.020208727,0.064395005,0.020410649,18.60000038,72.11000061,0.151759934,3.150972216,0.002034981,0.000505866,0.001264666,0.005072778,
2008,8,2008,20088,N/A,N/A,N/A,3.2,66.5,0.05,0.02,0.025,0.0666,0.011529203,0.004568702,0.016097906,0.014633203,18.33499908,30.67000008,0.240431714,4.996471565,0.003756746,0.001502698,0.001878373,0.005003985,
2008,9,2008,20089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.018114547,0.008933525,0.027048072,0.019514748,13.31499958,102.6500015,N/A,N/A,N/A,N/A,N/A,N/A,
2008,10,2008,200810,N/A,N/A,N/A,4.633333333,61.8,0.02,0.02,0.025,1.5429,0.030057304,0.019400132,0.049457436,0.02829277,6.800000191,75.81999969,0.891187284,12.29622621,0.004172794,0.003160683,0.004706423,0.297467517,
2008,11,2009,200911,N/A,N/A,N/A,3.95,60.25,0.01,0.055,0.025,0.44955,0.017174118,0.00927541,0.026449528,0.011936856,-1.870000005,36.22000122,0.27676163,4.229491525,0.000722683,0.00310494,0.001806708,0.058556603,
2008,12,2009,200912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004868565,0.008510692,0.013379257,0.003572309,-15.93000031,40.90000153,N/A,N/A,N/A,N/A,N/A,N/A,
2009,1,2009,20091,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004171338,0.008061297,0.012232636,0.003443896,-17.83499908,17.92000008,N/A,N/A,N/A,N/A,N/A,N/A,
2009,2,2009,20092,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.012394453,0.00801219,0.020406643,0.007987475,-10.46000004,24.45999908,N/A,N/A,N/A,N/A,N/A,N/A,
2009,3,2009,20093,N/A,N/A,N/A,1.4,13.4,0.28,0.66,0.07,0.7326,0.019689112,0.014685802,0.034374914,0.025042319,-4.260000229,67.23999786,0.015306545,0.146505504,0.003061309,0.007215943,0.000765327,0.008009696,
2009,4,2009,20094,N/A,N/A,N/A,2,34.35,0.01,0.01,0.025,1.1655,0.005936515,0.005840123,0.011776637,0.006032743,4.545000076,36.79000092,0.095358279,1.615877413,0.000532948,0.000532948,0.00133237,0.054635032,
2009,5,2009,20095,N/A,N/A,N/A,1.9,37.15,0.01,0.01,0.025,0.5661,0.051257916,0.019825534,0.07108345,0.02240166,10.14500046,40.88000107,0.156882366,3.107037937,0.000825697,0.000825697,0.002064242,0.042749228,
2009,6,2009,20096,N/A,N/A,N/A,3.066666667,54.73333333,0.04,0.01,0.08,0.1998,0.009850551,0.007806643,0.017657194,0.008365643,15.52999973,67.62999725,0.286003007,5.241272758,0.00108318,0.00108318,0.009529815,0.031369968,
2009,7,2009,20097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.014329818,0.008606071,0.02293589,0.012873133,16.37000084,81.51999664,N/A,N/A,N/A,N/A,N/A,N/A,
2009,8,2009,20098,N/A,N/A,N/A,4.15,74.15,0.035,0.01,0.025,0.44955,0.023101541,0.010474651,0.033576192,0.018373019,16.66500092,87.51999664,0.433037803,7.631744859,0.001080532,0.001031277,0.002578192,0.054782416,
2009,9,2009,20099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003148324,0.002116337,0.00526466,0.00333582,16.43499947,24.67000008,N/A,N/A,N/A,N/A,N/A,N/A,
2009,10,2009,200910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004366383,0.006373177,0.01073956,0.007242836,3.539999962,97.16999817,N/A,N/A,N/A,N/A,N/A,N/A,
2009,11,2010,201011,N/A,N/A,N/A,4.1,64.43333333,0.01,0.01,0.025,1.3653,0.020639743,0.008481318,0.029121061,0.008760431,2.125,26.54000092,0.456240944,7.169487523,0.001088275,0.001088275,0.002720687,0.14946223,
2009,12,2010,201012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004339967,0.004585799,0.008925766,0.003794381,-11.86999989,29.70999908,N/A,N/A,N/A,N/A,N/A,N/A,
2010,1,2010,20101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002200239,0.003573564,0.005773803,0.00359708,-13.10999966,19.67000008,N/A,N/A,N/A,N/A,N/A,N/A,
2010,2,2010,20102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000322209,0.001321015,0.001643224,0.000573243,-10.34000015,5.75,N/A,N/A,N/A,N/A,N/A,N/A,
2010,3,2010,20103,N/A,N/A,N/A,2.1,31.25,0.03,0.115,0.025,1.28205,0.010773221,0.00681221,0.01758543,0.011943072,2.565000057,14.47999954,0.176777672,2.898665308,0.001803478,0.004293041,0.001970808,0.107611141,
2010,4,2010,20104,N/A,N/A,N/A,2.4,44.55,0.01,0.07,0.025,1.24875,N/A,N/A,N/A,N/A,8.630000114,19.82999992,0.056854522,1.652952163,0.000376802,0.002540629,0.000592235,0.047537605,
2010,5,2010,20105,N/A,N/A,N/A,N/A,55,0.015,0.01,N/A,0.5994,0.035783082,0.017909941,0.053693023,0.022584395,12.39000034,74.66000366,N/A,3.221715453,0.001223676,0.000631098,N/A,0.043363058,
2010,6,2010,20106,N/A,N/A,N/A,N/A,64.4,N/A,N/A,N/A,0.2331,0.024693864,0.017184031,0.041877895,0.015075906,16.13999939,112.1800003,N/A,1.975460123,N/A,N/A,N/A,0.007150307,
2010,7,2010,20107,N/A,N/A,N/A,6.75,N/A,0.04,0.17,0.025,1.1988,0.048288712,0.020574734,0.068863445,0.027146505,20.27000046,125.9700012,0.23637678,N/A,0.001328945,0.005240102,0.000770603,0.037271578,
2010,8,2010,20108,N/A,N/A,N/A,3.75,N/A,0.08,0.24,0.025,0.04995,0.019807471,0.010762888,0.030570359,0.011615358,20.14500046,113.9800034,0.067822157,N/A,0.001057103,0.004049545,0.000447966,0.000686141,
2010,9,2010,20109,N/A,N/A,N/A,3.2,N/A,0.02,0.205,0.025,0.04995,0.013106394,0.008994994,0.022101387,0.010205846,11.14000034,112.9100037,0.373866357,N/A,0.002350727,0.023926205,0.002938409,0.006058248,
2010,10,2010,201010,N/A,N/A,N/A,2.8,N/A,0.06,0.2,0.025,0.0666,0.00697787,0.004812736,0.011790606,0.005060867,8.619999886,70.12999725,0.035194657,N/A,0.000725007,0.002491325,0.000313062,0.000790138,
2010,11,2011,201111,N/A,N/A,N/A,2.3,N/A,0.07,0.16,0.025,0.14985,0.018532232,0.014607881,0.033140113,0.012190961,-1.225000024,26.04999924,0.209369107,N/A,0.001708607,0.012233059,0.002275751,0.017523213,
2010,12,2011,201112,N/A,N/A,N/A,2.4,N/A,0.27,0.21,0.05,0.1332,0.002898995,0.006128825,0.00902782,0.001941226,-11.93999958,33.25,0.036114911,N/A,0.004062927,0.003160055,0.000752394,0.002004378,
2011,1,2011,20111,N/A,N/A,N/A,2.4,N/A,0.37,0.2,0.06,0.3663,0.011351676,0.034412606,0.045764283,0.013756448,-15.88500023,28.31999969,0.100771208,N/A,0.015535561,0.008397601,0.00251928,0.015380206,
2011,2,2011,20112,N/A,N/A,N/A,2.8,N/A,0.68,0.18,0.1,0.1665,0.003630938,0.003319712,0.00695065,0.00216598,-10.81499958,6.929999828,0.035897436,N/A,0.008717949,0.002307692,0.001282051,0.002134615,
2011,3,2011,20113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003958194,0.00330443,0.007262624,0.002390161,-4.53000021,9.760000229,N/A,N/A,N/A,N/A,N/A,N/A,
2011,4,2011,20114,N/A,N/A,N/A,1.75,N/A,0.165,0.12,0.025,0.61605,0.017811455,0.010242841,0.028054296,0.012968693,4.46999979,62.34999847,0.0427548,N/A,0.002181943,0.003247479,0.00072354,0.015201104,
2011,5,2011,20115,N/A,N/A,N/A,1.65,N/A,0.03,0.175,0.0475,0.2331,0.024556458,0.010433855,0.034990313,0.012108469,11.14000034,77.12000275,0.073902695,N/A,0.001477541,0.007588302,0.001676856,0.013441736,
2011,6,2011,20116,N/A,N/A,N/A,2.3,N/A,0.03,0.255,0.06,0.0666,0.039695029,0.023256777,0.062951806,0.026593774,15.91499996,121.2699966,0.026289341,N/A,0.000328619,0.002984926,0.000657237,0.000729534,
2011,7,2011,20117,N/A,N/A,N/A,2.5,N/A,0.455,0.47,0.075,0.04995,0.056676952,0.03330356,0.089980512,0.027990541,21.22500038,83.22000122,0.1047378,N/A,0.006799478,0.018043942,0.002262794,0.001507021,
2011,8,2011,20118,N/A,N/A,N/A,2.75,N/A,0.23,0.45,0.085,0.084915,0.019188693,0.012055272,0.031243965,0.012605619,19.35499954,103.3700027,0.220798167,N/A,0.018993433,0.035359735,0.006651871,0.007308507,
2011,9,2011,20119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017146864,0.007251954,0.024398818,0.00863556,12.89500046,33.79000092,N/A,N/A,N/A,N/A,N/A,N/A,
2011,10,2011,201110,N/A,N/A,N/A,3.7,N/A,0.07,0.05,0.06,0.6327,0.035481388,0.013862862,0.04934425,0.013889724,9.010000229,36.29999924,0.267005522,N/A,0.005051456,0.003608183,0.004329819,0.045657944,
2011,11,2012,201211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.009608156,0.004866843,0.014474999,0.003021165,-0.49000001,14.38000011,N/A,N/A,N/A,N/A,N/A,N/A,
2011,12,2012,201212,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005632786,0.004695394,0.01032818,0.003250452,-6.53000021,6.46999979,N/A,N/A,N/A,N/A,N/A,N/A,
2012,1,2012,20121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005001662,0.005531419,0.010533081,0.002675199,-9.005000114,13.81000042,N/A,N/A,N/A,N/A,N/A,N/A,
2012,2,2012,20122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.010868961,0.006754107,0.017623068,0.003822938,-6.074999809,19.37999916,N/A,N/A,N/A,N/A,N/A,N/A,
2012,3,2012,20123,N/A,N/A,N/A,2.1,N/A,0.11,0.02,0.07,1.2987,0.021985814,0.011176163,0.033161977,0.011677329,3.795000076,35.34999847,0.143095279,N/A,0.007495467,0.001362812,0.004769843,0.088494209,
2012,4,2012,20124,N/A,N/A,N/A,1.8,N/A,0.035,0.01,0.025,0.9657,0.028888738,0.012807186,0.041695923,0.01720297,5.815000057,65.73999786,0.100256192,N/A,0.001990216,0.000638559,0.001596397,0.051885818,
2012,5,2012,20125,N/A,N/A,N/A,2.2,N/A,0.045,0.01,0.025,0.38295,0.0497405,0.023332948,0.073073448,0.020558397,13.02499962,150.0800018,0.054032939,N/A,0.001114597,0.000256857,0.000642143,0.011072918,
2012,6,2012,20126,N/A,N/A,N/A,2.45,N/A,0.07,0.01,0.025,0.04995,0.076963723,0.036650823,0.113614546,0.034726027,18.11499977,198.3699951,0.112238064,N/A,0.003198979,0.000460908,0.001152271,0.002347827,
2012,7,2012,20127,N/A,N/A,N/A,2.4,50.1,0.08,0.01,0.025,0.1332,0.025935272,0.012896124,0.038831397,0.00823301,22.10499954,113.0400009,0.350156221,7.309511119,0.011671874,0.001458984,0.003647461,0.01943367,
2012,8,2012,20128,N/A,N/A,N/A,3.3,N/A,0.06,0.01,0.08,0.0999,0.012005249,0.006965848,0.018971097,0.004805773,18.40999985,53.43999863,0.098552036,N/A,0.001791855,0.000298643,0.00238914,0.002983439,
2012,9,2012,20129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002581142,0.000911255,0.003492398,0.001535346,12.50500011,16.10000038,N/A,N/A,N/A,N/A,N/A,N/A,
2012,10,2012,201210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.021342009,0.009954991,0.031297,0.010580222,5.309999943,49.16999817,N/A,N/A,N/A,N/A,N/A,N/A,
2012,11,2013,201311,N/A,N/A,N/A,5.5,N/A,0.13,2.67,0.025,3.0636,0.034711848,0.012219616,0.046931463,0.013782355,-1.899999976,27.73999977,0,N/A,0,0,0,0,
2012,12,2013,201312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003521035,0.004959857,0.008480892,0.001884445,-9.81000042,20.23999977,N/A,N/A,N/A,N/A,N/A,N/A,
2013,1,2013,20131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008559626,0.007482334,0.01604196,0.003945072,-12.91499996,36.40999985,N/A,N/A,N/A,N/A,N/A,N/A,
