STCODE,ENTITY,SITECODE,WATERYEAR,Q_AREA_YR,QCODE_YR,PH_YR,PHCODE_YR,COND_YR,CONDCODE_YR,ALK_YR,ALKCODE_YR,SSED_YR,SSEDCODE_YR,SI_YR,SICODE_YR,UTP_YR,UTPCODE_YR,TDP_YR,TDPCODE_YR,PARTP_YR,PARTPCODE_YR,PO4P_YR,PO4PCODE_YR,UTN_YR,UTNCODE_YR,TDN_YR,TDNCODE_YR,DON_YR,DONCODE_YR,PARTN_YR,PARTNCODE_YR,UTKN_YR,UTKNCODE_YR,TKN_YR,TKNCODE_YR,NH3N_YR,NH3NCODE_YR,NO3N_YR,NO3NCODE_YR,NA_YR,NACODE_YR,K_YR,KCODE_YR,CA_YR,CACODE_YR,MG_YR,MGCODE_YR,SO4S_YR,SO4SCODE_YR,CL_YR,CLCODE_YR,DOC_YR,DOCCODE_YR
CF002,3,"GSLOOK",2005,108.04,E,7.4,I,35.2,I,18.00,I,2.10,I,8.25,I,0.029,I,0.027,I,0.003,ID,0.012,I,0.07,I,0.04,I,0.04,ID*,0.02,ID,,N,,N,0.008,I,0.000,I*,2.22,I,0.46,I,3.33,I,0.88,I,0.07,I,0.61,I,1.43,I
CF002,3,"GSLOOK",2006,187.45,E,7.4,A,28.6,A,14.30,A,89.02,A,7.26,A,0.068,Q,0.020,A,0.048,DQ,0.013,A,0.12,A,0.05,A,0.03,D*,0.07,D,,N,,N,0.015,A,0.010,*,1.87,A,0.38,A,2.65,A,0.75,A,0.08,A,0.73,A,1.13,A
CF002,3,"GSLOOK",2007,158.96,E,7.3,A,29.9,A,14.53,A,9.83,A,7.77,A,0.035,A,0.025,A,0.009,D,0.014,A,0.07,A,0.05,A,0.03,D*,0.02,D,,N,,N,0.010,*,0.013,*,2.01,A,0.38,A,2.72,A,0.93,A,0.09,A,0.70,A,0.97,A
CF002,3,"GSLOOK",2008,207.24,A,7.4,A,29.2,A,14.73,A,2.05,A,7.33,A,0.028,A,0.023,A,0.005,D,0.011,A,0.05,A,0.05,A,0.04,D*,0.01,D,,N,,N,0.009,*,0.003,*,1.93,A,0.37,A,2.81,A,0.76,A,0.09,A,0.66,A,0.84,A
CF002,3,"GSLOOK",2009,168.25,A,7.4,A,27.5,A,14.60,A,19.84,A,6.91,A,0.040,A,0.023,A,0.017,D,0.009,A,0.09,A,0.05,A,0.03,D*,0.04,D,,N,,N,0.007,*,0.008,*,1.88,A,0.37,A,2.72,A,0.72,A,0.08,A,0.65,A,0.97,A
CF002,3,"GSLOOK",2010,143.46,A,7.4,A,30.1,A,15.39,A,19.32,A,7.27,A,0.028,A,0.019,A,0.009,D,0.009,A,0.08,A,0.05,A,0.04,D*,0.03,D,,N,,N,0.011,*,0.006,*,1.86,A,0.38,A,2.84,A,0.57,A,0.09,A,0.74,A,0.96,A
CF002,3,"GSLOOK",2011,215.13,A,7.4,I,29.3,I,14.75,I,3.74,I,7.20,I,0.018,I,0.012,I,0.005,ID,0.011,I,0.06,IQ,0.05,IQ,0.03,IDQ,0.02,IDQ,,N,,N,0.012,I*,0.002,I*,1.89,I,0.36,I,2.75,I,0.70,I,0.08,I,0.69,I,0.83,I
CF002,3,"GSLOOK",2012,211.54,E,7.4,A,27.5,A,14.39,A,24.30,A,7.04,A,0.021,A,0.012,A,0.009,D,0.009,A,0.06,A,0.03,*,0.02,D*,0.03,D,,N,,N,0.006,*,0.006,*,1.81,A,0.34,A,2.65,A,0.81,A,0.08,A,0.61,A,0.90,A
CF002,3,"GSLOOK",2013,163.41,A,7.3,A,29.6,A,15.34,A,14.93,A,7.40,A,0.017,A,0.010,A,0.007,D,0.008,A,0.06,A,0.04,*,0.04,D*,0.02,D,,N,,N,0.004,*,0.001,*,1.91,A,0.38,A,2.81,A,0.87,A,0.08,A,0.58,A,0.93,A
CF002,3,"GSLOOK",2014,175.90,E,7.4,A,29.1,A,15.00,A,15.82,A,7.23,A,0.023,A,0.012,A,0.010,D,0.009,A,0.06,A,0.04,A,0.03,D*,0.03,D,,N,,N,0.008,*,0.005,*,1.91,A,0.37,A,2.80,A,0.86,A,0.08,A,0.64,A,0.88,A
CF002,3,"GSLOOK",2015,113.20,A,7.2,A,30.6,A,15.71,A,22.48,A,7.45,A,0.025,A,0.014,A,0.011,D,0.012,A,0.07,A,0.06,A,0.04,D*,0.02,D,,N,,N,0.007,*,0.012,*,2.01,A,0.39,A,3.00,A,0.92,A,0.08,A,0.62,A,0.98,A
CF002,3,"GSLOOK",2016,155.26,A,7.4,A,29.4,A,15.28,A,3.80,A,7.31,A,0.017,A,0.013,A,0.004,D,0.012,A,0.06,*,0.05,*,0.04,D,0.01,D,,N,,N,0.010,*,0.006,*,1.89,A,0.36,A,2.75,A,0.86,A,0.09,A,0.67,A,0.89,A
CF002,3,"GSLOOK",2017,206.11,E,7.4,A,29.1,A,14.59,A,4.20,A,7.08,A,0.015,A,0.012,A,0.003,D,0.013,A,0.05,A,0.04,A,0.02,D,0.01,D,,N,,N,0.008,*,0.013,*,1.85,A,0.35,A,2.78,A,0.86,A,0.08,A,0.61,A,0.79,A
CF002,3,"GSLOOK",2018,146.41,E,7.3,A,31.1,I,15.97,A,2.52,A,7.60,A,0.016,A,0.013,A,0.004,D,0.012,A,0.04,A,0.04,A,0.02,D,0.01,D,,N,,N,0.013,*,0.002,*,1.95,A,0.37,A,2.96,A,0.90,A,0.08,A,0.60,A,0.81,A
CF002,3,"GSMACK",1981,179.99,E,7.1,I,25.6,I,11.71,I,5.33,I,6.05,IQ,,N,0.035,I,,N,0.007,I,,N,0.06,ID,0.02,ID,,N,,N,0.05,I,0.022,I,0.040,I,1.39,I,0.36,I,2.22,I,0.82,I,,N,,N,,N
CF002,3,"GSMACK",1982,267.01,E,7.0,I,21.4,I,10.62,I,9.07,I,5.46,IQ,,N,0.030,I,,N,0.009,I,,N,0.10,ID,0.05,ID,,N,,N,0.05,I,0.005,I,0.044,I,1.29,I,0.33,I,1.99,I,0.74,I,,N,,N,,N
CF002,3,"GSMACK",1983,224.36,E,7.1,I,29.1,I,12.42,I,2.57,A,6.64,IQ,,N,0.024,A,,N,,N,,N,0.09,D,0.03,D,,N,,N,0.03,A,0.004,A,0.065,A,1.43,A,1.75,Q,2.17,E,0.81,A,,N,,N,,N
CF002,3,"GSMACK",1984,255.63,A,,N,,N,,N,11.14,A,6.12,A,,N,0.017,A,,N,,N,,N,0.16,DE,0.03,D,,N,,N,0.03,A,0.003,A,0.126,E,1.31,A,0.29,A,2.54,E,0.69,A,,N,,N,,N
CF002,3,"GSMACK",1985,201.01,E,,N,,N,,N,2.19,A,6.83,A,,N,0.030,A,,N,,N,,N,0.09,D,0.03,D,,N,,N,0.03,A,0.004,A,0.062,A,1.38,A,0.29,A,2.57,E,0.80,A,,N,,N,,N
CF002,3,"GSMACK",1986,205.06,A,,N,,N,,N,5.41,A,6.59,A,,N,0.022,A,,N,,N,,N,0.08,D,0.02,D,,N,,N,0.02,A,0.002,A,0.063,A,1.40,A,0.33,A,2.88,E,0.84,A,,N,,N,,N
CF002,3,"GSMACK",1987,138.07,E,,N,,N,,N,11.93,A,6.69,I,,N,0.025,A,,N,,N,,N,0.08,D,0.03,D,,N,,N,0.03,A,0.005,A,0.050,A,1.55,A,0.34,A,2.56,E,0.91,A,,N,,N,,N
CF002,3,"GSMACK",1988,151.08,A,7.5,I,36.7,I,18.92,I,2.47,A,6.85,A,0.041,I,0.022,A,0.013,ID,0.006,I,0.17,ID,0.08,D,0.02,D,0.09,ID,0.12,I,0.03,A,0.008,A,0.047,A,1.43,A,0.29,A,2.33,E,0.87,A,0.24,I,1.44,I,,N
CF002,3,"GSMACK",1989,188.83,A,7.3,A,24.5,I,11.87,A,6.00,A,6.29,A,0.026,A,0.015,A,0.011,D,0.007,A,0.13,D,0.09,D,0.02,D,0.04,D,0.07,A,0.03,A,0.008,A,0.061,A,1.37,A,0.30,A,2.14,A,0.80,A,0.16,A,0.84,A,,N
CF002,3,"GSMACK",1990,154.14,E,7.2,A,25.2,A,12.33,A,62.35,A,6.49,I,0.063,A,0.013,A,0.050,D,0.006,A,0.37,D,0.11,D,0.02,D,0.26,D,0.30,A,0.04,A,0.011,A,0.071,A,1.35,A,0.31,A,2.14,A,0.79,A,0.14,A,0.84,A,,N
CF002,3,"GSMACK",1991,144.85,E,7.3,A,26.1,A,12.71,A,4.73,A,6.62,I,0.025,A,0.014,A,0.011,D,0.006,A,0.18,ID,0.14,ID,0.03,ID,0.03,D,0.07,A,0.04,A,0.013,I*,0.104,I,1.36,A,0.31,A,2.25,A,0.83,A,0.09,I,0.77,I,,N
CF002,3,"GSMACK",1992,100.57,A,7.3,A,27.0,A,12.92,A,5.82,A,6.54,I,0.024,A,0.014,A,0.010,D,0.008,A,0.22,ID,0.18,ID,0.03,ID,0.04,D,0.09,A,0.04,A,0.010,I*,0.137,I,1.39,A,0.33,A,2.20,A,2.23,A,0.09,A,0.71,A,,N
CF002,3,"GSMACK",1993,203.93,A,7.2,A,24.2,A,12.12,A,8.52,A,6.14,A,0.025,A,0.014,A,0.011,D,0.006,A,0.14,D,0.10,D,0.03,D,0.05,D,0.08,A,0.04,A,0.011,*,0.060,A,1.32,A,0.30,A,2.18,A,0.78,A,0.10,A,0.74,A,,N
CF002,3,"GSMACK",1994,106.55,A,7.3,I,26.3,I,13.08,I,4.95,A,6.30,I,0.023,I,0.015,I,0.008,ID,0.009,I,0.16,ID,0.11,ID,0.03,ID,0.04,ID,0.08,I,0.03,I,0.004,I*,0.078,I,1.40,I,0.32,I,2.35,I,0.85,I,0.10,I,0.65,I,,N
CF002,3,"GSMACK",1995,160.43,E,7.3,IQ,25.3,IQ,12.96,IQ,565.32,A,6.34,I,0.053,I,0.014,I,0.039,ID,0.007,I,0.30,ID,0.09,ID,0.03,ID,0.21,ID,0.25,I,0.04,I,0.010,I*,0.050,I,1.35,I,0.30,I,2.26,I,0.79,I,0.09,I,0.72,I,,N
CF002,3,"GSMACK",1996,259.34,E,7.3,I,23.2,I,12.21,I,409.30,IQ,5.99,I,0.098,I,0.014,I,0.084,ID,0.006,I,0.56,ID,0.09,ID,0.03,ID,0.47,ID,0.51,I,0.04,I,0.008,I*,0.053,I,1.33,I,0.28,I,2.07,I,0.72,I,0.09,I,0.59,I,,N
CF002,3,"GSMACK",1997,261.51,A,7.2,A,22.8,A,11.71,A,129.84,A,5.93,A,0.106,Q,0.015,A,0.091,DQ,0.006,A,0.60,D,0.08,D,0.03,D,0.52,D,0.56,A,0.04,A,0.010,*,0.045,A,1.28,A,0.28,A,2.03,A,0.72,A,0.07,A,0.57,A,,N
CF002,3,"GSMACK",1998,156.96,A,5.5,A,28.1,A,11.96,*,71.95,A,6.38,A,0.106,Q,0.012,A,0.094,DQ,0.006,*,0.57,D,0.15,D,0.04,D,0.42,D,0.48,A,0.06,A,0.024,*,0.081,A,1.47,A,0.33,A,2.29,A,0.82,A,0.10,I,1.44,I,,N
CF002,3,"GSMACK",1999,233.76,A,7.2,A,22.7,A,11.54,A,11.27,A,6.13,A,0.027,A,0.013,A,0.015,D,0.008,A,0.19,D,0.14,D,0.02,D,0.05,D,0.11,A,0.05,A,0.031,A,0.082,A,1.29,A,0.29,A,2.11,A,0.74,A,0.09,I,0.62,I,,N
CF002,3,"GSMACK",2000,189.41,A,7.2,A,23.4,A,11.75,A,30.83,A,6.19,A,0.033,A,0.013,A,0.020,D,0.008,*,0.22,ID,0.11,DQ,0.03,DQ,0.10,ID,0.15,I,0.05,Q,0.017,*,0.069,*,1.34,A,0.31,A,2.15,A,0.76,A,0.09,A,0.77,A,,N
CF002,3,"GSMACK",2001,85.93,A,7.3,A,26.1,A,12.75,A,1.47,A,6.79,A,0.016,A,0.014,I,0.003,ID,0.008,A,0.13,DQ,0.12,DQ,0.03,D*,0.01,D,0.04,A,0.03,A,0.006,*,0.086,Q,1.50,A,0.35,A,2.46,A,0.89,A,0.09,A,1.16,A,0.71,I
CF002,3,"GSMACK",2002,183.42,A,7.2,I,23.2,I,12.17,I,2.73,A,6.13,I,0.018,A,0.010,A,0.008,D,0.007,I,0.12,ID,0.09,ID,0.03,ID,0.02,ID,0.05,I,0.03,I,0.007,I*,0.063,I,1.35,I,0.30,I,2.21,I,0.78,I,0.08,I,0.67,I,0.80,I
CF002,3,"GSMACK",2003,160.68,A,7.2,A,23.7,A,11.67,A,2.03,A,6.20,A,0.017,A,0.012,A,0.005,D,0.007,A,0.12,D,0.11,D,0.04,D,0.01,D,0.06,A,0.05,A,0.011,*,0.061,A,1.37,A,0.31,A,2.19,A,0.84,A,0.09,A,0.63,A,1.23,I
CF002,3,"GSMACK",2004,173.19,A,7.2,A,24.7,A,11.79,A,1.68,A,6.32,A,0.017,A,0.015,A,0.003,D,0.007,A,0.12,D,0.11,D,0.03,ID,0.01,D,0.06,A,0.04,A,0.012,I*,0.062,A,1.41,A,0.31,A,2.18,A,0.81,A,0.08,A,0.64,A,0.86,I
CF002,3,"GSMACK",2005,117.18,A,7.3,A,27.3,A,13.25,A,1.02,A,6.93,A,0.018,A,0.017,A,0.002,D,0.009,A,0.13,D,0.12,D,0.04,D*,0.01,D,0.06,I,0.06,I,0.013,*,0.066,A,1.47,A,0.34,A,2.29,A,0.64,A,0.09,A,0.62,A,0.95,A
CF002,3,"GSMACK",2006,190.92,A,7.2,A,24.1,A,11.79,A,5.62,A,6.02,A,0.025,Q,0.014,A,0.011,DQ,0.007,A,0.14,A,0.11,A,0.03,D,0.03,D,,N,,N,0.010,*,0.068,A,1.37,A,0.31,A,2.16,A,0.76,A,0.08,A,0.68,A,0.94,A
CF002,3,"GSMACK",2007,177.57,A,7.2,A,24.4,A,11.58,A,3.63,A,6.49,A,0.024,Q,0.015,A,0.008,DQ,0.007,A,0.14,A,0.12,A,0.03,D,0.03,D,,N,,N,0.006,*,0.078,A,1.45,A,0.33,A,2.15,A,0.90,A,0.09,A,0.66,A,0.84,A
CF002,3,"GSMACK",2008,227.25,E,7.3,A,24.2,A,11.92,A,3.15,A,6.14,A,0.024,A,0.016,A,0.007,D,0.005,A,0.11,A,0.09,A,0.03,D*,0.02,D,,N,,N,0.011,*,0.043,A,1.41,A,0.30,A,2.26,A,0.76,A,0.08,A,0.62,A,0.83,A
CF002,3,"GSMACK",2009,195.31,A,7.4,A,23.5,A,11.96,A,5.75,A,5.85,A,0.025,A,0.016,A,0.009,D,0.005,A,0.13,A,0.10,A,0.04,D,0.03,D,,N,,N,0.010,*,0.052,A,1.40,A,0.30,A,2.23,A,0.70,A,0.08,A,0.59,A,0.91,A
CF002,3,"GSMACK",2010,154.02,E,7.4,A,25.3,A,12.50,A,2.13,A,6.32,A,0.016,A,0.012,A,0.004,D,0.005,A,0.12,A,0.11,A,0.03,D,0.02,D,,N,,N,0.008,*,0.066,A,1.40,A,0.32,A,2.32,A,0.55,A,0.09,A,0.71,A,0.92,A
CF002,3,"GSMACK",2011,206.66,E,7.2,A,23.2,A,11.49,A,15.94,A,5.86,A,0.033,A,0.006,A,0.026,D,0.005,A,0.15,A,0.09,A,0.03,D,0.07,D,,N,,N,0.021,*,0.039,A,1.36,A,0.29,A,2.10,A,0.66,A,0.08,A,0.63,A,0.79,A
CF002,3,"GSMACK",2012,201.99,A,7.3,I,23.1,I,11.76,I,3.22,I,5.90,I,0.011,I,0.006,I,0.005,ID,0.004,I,0.09,I,0.07,I,0.01,ID*,0.03,ID,,N,,N,0.009,I*,0.048,I*,1.32,I,0.28,I,2.13,I,0.77,I,0.08,I,0.57,I,0.81,I
CF002,3,"GSMACK",2013,165.52,A,7.3,I,24.7,I,12.58,I,3.46,I,6.31,I,0.011,I,0.006,I,0.004,ID,0.006,I,0.10,I,0.08,I,0.02,ID*,0.02,ID,,N,,N,0.005,I*,0.053,I,1.41,I,0.31,I,2.29,I,0.83,I,0.09,I,0.55,I,0.91,I
CF002,3,"GSMACK",2014,188.68,A,7.3,A,23.9,A,12.09,A,5.73,A,6.09,A,0.015,A,0.006,A,0.009,D,0.005,A,0.11,A,0.07,A,0.02,D*,0.04,D,,N,,N,0.005,*,0.043,A,1.38,A,0.29,A,2.22,A,0.79,A,0.08,A,0.59,A,0.86,A
CF002,3,"GSMACK",2015,124.80,E,7.1,A,25.3,A,12.45,A,6.92,A,6.29,A,0.017,A,0.007,A,0.009,D,0.007,A,0.14,A,0.11,A,0.04,D*,0.03,D,,N,,N,0.005,*,0.065,A,1.44,A,0.31,A,2.38,A,0.86,A,0.08,A,0.57,A,1.01,A
CF002,3,"GSMACK",2016,174.63,A,7.3,A,24.6,A,12.41,A,1.85,A,6.19,A,0.009,A,0.006,A,0.004,D,0.006,A,0.09,A,0.09,A,0.03,D,0.01,D,,N,,N,0.006,*,0.054,A,1.39,A,0.29,A,2.23,A,0.81,A,0.08,A,0.62,A,0.87,A
CF002,3,"GSMACK",2017,214.52,A,7.3,A,26.8,A,12.47,A,1.81,A,6.28,A,0.010,A,0.008,A,0.002,D,0.008,A,0.07,A,0.06,A,0.01,D,0.01,D,,N,,N,0.007,*,0.044,A,1.47,A,0.31,A,2.36,A,0.83,A,0.08,A,0.57,A,0.79,A
CF002,3,"GSMACK",2018,162.25,A,7.2,A,24.2,I,12.65,A,4.89,A,6.37,A,0.015,A,0.008,A,0.007,D,0.008,A,0.11,A,0.09,A,0.02,D,0.02,D,,N,,N,0.011,*,0.059,A,1.41,A,0.30,A,2.36,A,0.84,A,0.08,A,0.56,A,0.83,A
CF002,3,"GSWS01",2003,96.51,A,7.6,I,51.6,I,26.48,I,16.61,I,10.20,I,0.031,I,0.027,I,0.004,ID,0.017,I,0.10,ID,0.09,ID,0.05,ID,0.01,ID,0.08,I,0.07,I,0.019,I,0.020,I,3.08,I,0.22,I,5.95,I,1.36,I,0.20,I,0.70,I,1.12,I
CF002,3,"GSWS01",2004,103.52,E,7.4,I,35.6,I,17.51,I,33.59,I,8.71,I,0.039,I,0.031,I,0.008,ID,0.022,I,0.09,ID,0.08,ID,0.03,ID,0.01,ID,0.07,I,0.06,I,0.035,I,0.016,I*,2.27,I,0.18,I,3.78,I,0.84,I,0.15,I,0.78,I,1.43,I
CF002,3,"GSWS01",2005,63.24,E,7.5,A,42.7,A,21.03,A,95.79,A,9.08,I,0.042,A,0.031,A,0.012,D,0.019,A,0.15,D,0.10,D,0.06,D,0.06,D,0.13,I,0.07,I,0.020,A,0.023,A,2.56,A,0.19,A,4.44,A,0.73,A,0.17,A,0.70,A,1.53,A
CF002,3,"GSWS01",2006,119.92,E,7.4,A,35.1,A,17.38,A,102.95,A,8.73,A,0.079,Q,0.032,A,0.047,DQ,0.022,A,0.20,A,0.07,A,0.05,D,0.14,D,,N,,N,0.011,A,0.007,*,2.23,A,0.20,A,3.83,A,0.75,A,0.12,A,0.77,A,1.45,A
CF002,3,"GSWS01",2007,99.83,A,7.4,A,35.3,A,16.94,A,52.79,A,9.00,A,0.043,A,0.036,A,0.007,D,0.021,A,0.09,A,0.06,A,0.04,D,0.03,D,,N,,N,0.007,*,0.014,A,2.30,A,0.19,A,3.67,A,0.96,A,0.14,A,0.85,A,1.29,A
CF002,3,"GSWS01",2008,121.51,A,7.4,A,36.1,A,17.46,A,28.40,A,8.88,A,0.043,A,0.037,A,0.006,D,0.023,A,0.09,A,0.07,A,0.05,D,0.02,D,,N,,N,0.009,*,0.016,A,2.30,A,0.18,A,3.95,A,0.74,A,0.14,A,0.85,A,1.23,A
CF002,3,"GSWS01",2009,102.43,A,7.5,A,34.4,A,17.43,A,72.38,A,8.26,A,0.068,A,0.038,A,0.030,D,0.022,A,0.19,A,0.07,I,0.05,ID,0.09,ID,,N,,N,0.009,I*,0.007,*,2.25,A,0.21,A,3.76,A,0.71,A,0.14,A,0.81,A,1.43,A
CF002,3,"GSWS01",2010,86.12,A,7.5,A,40.6,A,19.17,A,32.93,A,8.67,A,0.045,A,0.033,A,0.011,D,0.022,A,0.11,A,0.07,A,0.05,D,0.04,D,,N,,N,0.013,*,0.014,A,2.55,A,0.19,A,4.27,A,0.65,A,0.15,A,1.35,A,1.38,A
CF002,3,"GSWS01",2011,129.72,E,7.5,I,36.8,I,17.89,I,42.54,I,8.60,I,0.037,I,0.027,I,0.010,ID,0.024,I,0.10,IQ,0.07,IQ,0.04,IDQ,0.03,IDQ,,N,,N,0.015,I*,0.012,I*,2.32,I,0.19,I,4.01,I,0.71,I,0.14,I,0.84,I,1.27,I
CF002,3,"GSWS01",2012,120.10,E,7.4,A,34.6,A,17.37,A,16.77,A,8.51,A,0.034,A,0.026,A,0.008,D,0.021,A,0.08,A,0.05,A,0.03,D,0.03,D,,N,,N,0.011,*,0.010,*,2.20,A,0.18,A,3.82,A,0.85,A,0.14,A,0.71,A,1.22,A
CF002,3,"GSWS01",2013,96.40,E,7.4,A,37.3,A,18.82,A,3.34,A,8.85,A,0.027,A,0.024,A,0.004,D,0.022,A,0.09,A,0.06,A,0.03,D,0.02,D,,N,,N,0.012,*,0.015,A,2.35,A,0.19,A,4.13,A,0.92,A,0.15,A,0.64,A,1.29,A
CF002,3,"GSWS01",2014,103.44,A,7.5,A,37.4,A,18.67,A,13.38,A,8.72,A,0.035,I,0.026,I,0.009,ID,0.023,I,0.08,I,0.05,I,0.03,ID,0.03,ID,,N,,N,0.008,I*,0.012,I*,2.33,A,0.19,A,4.17,A,0.92,A,0.14,A,0.78,A,1.21,A
CF002,3,"GSWS01",2015,75.18,E,7.3,A,39.6,A,19.07,A,5.14,A,8.77,A,0.036,A,0.031,A,0.004,D,0.029,A,0.11,A,0.10,A,0.06,D,0.01,D,,N,,N,0.024,*,0.017,A,2.45,A,0.19,A,4.37,A,0.97,A,0.16,A,0.85,A,1.37,A
CF002,3,"GSWS01",2016,95.90,A,7.4,A,36.6,A,18.22,A,6.94,A,8.75,A,0.032,A,0.026,A,0.006,D,0.025,A,0.08,A,0.07,A,0.04,D,0.01,D,,N,,N,0.016,*,0.006,*,2.24,A,0.18,A,3.92,A,0.88,A,0.15,A,0.83,A,1.31,A
CF002,3,"GSWS01",2017,132.77,A,7.5,A,37.5,A,18.35,A,6.88,A,8.67,A,0.039,A,0.033,A,0.006,D,0.033,A,0.09,A,0.07,A,0.03,D,0.03,D,,N,,N,0.025,*,0.009,*,2.32,A,0.18,A,4.15,A,0.91,A,0.14,A,0.70,A,1.17,A
CF002,3,"GSWS01",2018,87.80,A,7.4,A,39.0,I,19.69,A,5.91,A,9.00,A,0.031,A,0.027,A,0.004,D,0.025,A,0.06,A,0.05,A,0.03,D,0.01,D,,N,,N,0.016,*,0.005,*,2.38,A,0.17,A,4.35,A,0.95,A,0.15,A,0.70,A,1.21,A
CF002,3,"GSWS02",1981,110.06,E,7.4,I,39.6,I,19.08,I,3.05,I,9.06,IQ,,N,0.059,I,,N,0.019,I,,N,0.04,ID,0.04,ID,,N,,N,0.05,I,0.007,I,0.002,I,2.94,I,0.43,I,4.01,I,0.98,I,,N,,N,,N
CF002,3,"GSWS02",1982,177.78,E,7.2,I,32.1,I,14.96,I,10.90,I,7.83,IQ,,N,0.051,A,,N,0.023,I,,N,0.04,ID,0.03,ID,,N,,N,0.04,I,0.009,I,0.001,I,2.15,A,0.38,A,3.11,A,0.75,A,,N,,N,,N
CF002,3,"GSWS02",1983,143.39,A,7.3,I,41.1,I,18.25,I,2.94,A,8.61,IQ,,N,0.047,A,,N,,N,,N,0.03,D,0.02,D,,N,,N,0.03,A,0.013,A,0.002,A,2.34,A,0.57,A,3.06,E,0.83,A,,N,,N,,N
CF002,3,"GSWS02",1984,158.05,A,,N,,N,,N,10.78,A,8.95,A,,N,0.039,A,,N,,N,,N,0.03,DE,0.03,D,,N,,N,0.03,A,0.004,A,0.002,E,2.27,A,0.34,A,2.89,E,0.69,A,,N,,N,,N
CF002,3,"GSWS02",1985,113.33,E,,N,,N,,N,5.02,A,9.38,A,,N,0.046,A,,N,,N,,N,0.03,D,0.02,D,,N,,N,0.03,A,0.006,A,0.001,A,2.29,A,0.32,A,2.90,E,0.74,A,,N,,N,,N
CF002,3,"GSWS02",1986,124.23,A,,N,,N,,N,49.70,A,8.74,A,,N,0.044,A,,N,,N,,N,0.02,D,0.01,D,,N,,N,0.02,A,0.003,A,0.001,A,2.25,A,0.35,A,3.31,E,0.77,A,,N,,N,,N
CF002,3,"GSWS02",1987,88.65,A,,N,,N,,N,4.03,A,8.73,I,,N,0.047,A,,N,,N,,N,0.03,ID,0.02,ID,,N,,N,0.03,I,0.004,A,0.001,A,2.47,A,0.37,A,3.40,E,0.85,A,,N,,N,,N
CF002,3,"GSWS02",1988,93.87,E,7.6,I,53.2,I,25.29,I,4.66,A,8.70,A,0.049,I,0.039,A,0.004,ID,0.032,I,0.04,ID,0.03,D,0.02,D,0.01,ID,0.04,I,0.03,A,0.010,A,0.001,A,2.33,A,0.32,A,3.26,E,0.78,A,0.38,I,0.99,I,,N
CF002,3,"GSWS02",1989,135.66,A,7.4,A,33.4,A,15.87,A,7.78,A,8.35,A,0.044,A,0.034,A,0.010,D,0.022,A,0.05,ID,0.02,ID,0.01,ID,0.03,ID,0.05,I,0.02,I,0.008,A,0.001,A,2.25,A,0.34,A,3.24,A,0.74,A,0.29,A,1.02,A,,N
CF002,3,"GSWS02",1990,98.02,A,7.4,A,35.2,A,17.08,A,1.42,A,8.62,A,0.036,A,0.032,A,0.004,D,0.021,A,0.04,D,0.02,D,0.01,D,0.01,D,0.04,A,0.02,A,0.008,A,0.001,A,2.25,A,0.36,A,3.39,A,0.77,A,0.20,A,1.06,A,,N
CF002,3,"GSWS02",1991,96.72,E,7.4,A,35.2,A,16.92,A,1.51,A,8.90,A,0.038,A,0.033,A,0.005,D,0.022,A,0.04,D*,0.03,D*,0.02,D,0.02,D,0.04,A,0.03,*,0.008,*,0.001,*,2.23,A,0.33,A,3.25,A,0.79,A,0.12,I,1.05,I,,N
CF002,3,"GSWS02",1992,76.42,A,7.4,A,35.9,A,17.29,A,1.90,A,8.77,A,0.037,A,0.033,A,0.004,D,0.023,A,0.04,D*,0.03,D*,0.02,ID,0.01,D,0.04,A,0.03,*,0.009,I*,0.001,*,2.32,A,0.36,A,3.19,A,2.25,A,0.12,A,0.99,A,,N
CF002,3,"GSWS02",1993,144.17,E,7.4,A,33.2,A,16.42,A,1.54,A,8.55,A,0.035,A,0.033,A,0.002,D,0.022,A,0.03,D*,0.03,D*,0.02,D,0.01,D,0.03,A,0.03,*,0.008,*,0.001,*,2.20,A,0.36,A,3.24,A,0.76,A,0.13,A,1.01,A,,N
CF002,3,"GSWS02",1994,63.80,E,7.4,A,35.4,A,17.37,A,2.42,A,8.76,A,0.039,A,0.035,A,0.004,D,0.023,A,0.05,D*,0.03,D*,0.03,D,0.02,D,0.05,A,0.03,A,0.005,*,0.000,*,2.35,A,0.37,A,3.40,A,0.80,A,0.14,A,0.93,A,,N
CF002,3,"GSWS02",1995,129.09,E,7.5,Q,34.1,Q,16.50,Q,16.62,A,8.57,A,0.042,A,0.034,A,0.008,D,0.022,A,0.05,D,0.03,D,0.02,D,0.03,D,0.05,A,0.03,*,0.010,*,0.001,*,2.22,A,0.34,A,3.20,A,0.76,A,0.12,A,1.03,A,,N
CF002,3,"GSWS02",1996,203.38,E,7.4,A,31.0,A,16.00,A,401.14,Q,8.32,A,0.115,Q,0.033,A,0.082,DQ,0.021,A,0.25,D*,0.03,D*,0.02,D,0.22,D,0.25,A,0.03,A,0.010,*,0.001,*,2.20,A,0.36,A,3.00,A,0.71,A,0.13,I,1.02,I,,N
